Token ID,Owner Address,Attribute clan,Attribute revealed,Attribute chassis,Attribute color,Attribute graphic,Attribute animation,Attribute emissive color,Attribute tier,Attribute head,Attribute torso,Attribute pelvis,Attribute shoulder left,Attribute shoulder right,Attribute arm left,Attribute arm right,Attribute leg left,Attribute leg right,Attribute knee left,Attribute knee right,Attribute collection
5338,0xEF03AE302E8F2F98636aBd49403bd010b299fDE7,Grimbone,true,Medium,Scorched Earth,Zero Effort,Boxing,Sun Spots,Runner,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5339,0xA0CAa7803205026ec08818664c4211aFF7565f56,Emerald Hand,true,Light,Elite Corps,Zero Effort,Spin,Gem Stone,GrandMaster,Uncommon,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
5340,0x642c37ef416b49A483E7200Fffd094676DefD011,Emerald Hand,true,Heavy,Elegance,Zero Effort,Heavy Spin,Aura,Adept,Common,Common,Uncommon,Common,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5341,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Dusk,Runner,Rare,Clan,Uncommon,Common,Clan,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5342,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Dark Side,Zero Effort,Run,Blue Blaze,Adept,Common,Common,Rare,Rare,Uncommon,Common,Common,Common,Common,Clan,Common,Spark Suit Edition 01
5343,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Harlequin Tonic,Tri Explosion,Dash,Yuletide Up,Runner,Common,Clan,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5344,0x4439a0836b59BfCf14BF471ff7c0e93131E53b60,Emerald Hand,true,Medium,Elite Corps,Armada,Run,Elite,Runner,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5345,0xfFe77083345Bf3d26113ebF72eAE0c82FD0bCcB0,Grimbone,true,Heavy,Scorched Earth,Skulls,Sumo,Dusk,Officer,Uncommon,Common,Uncommon,Common,Common,Common,Common,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
5346,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Wave,Dash,Aura,Adept,Rare,Rare,Uncommon,Uncommon,Rare,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
5347,0x623Ae9d91ECd4cBBC7C3642D7d8c5aFb19aaB305,Bubblegum Violence,true,Light,Mime Burst,Tri Explosion,Dash,Yuletide Up,Adept,Rare,Common,Rare,Common,Common,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
5348,0xA8063437489D12E211B941FCCb7AdB97Bc23140E,Grimbone,true,Light,Scorched Earth,Skulls,Dash,Dusk,Officer,Uncommon,Common,Rare,Common,Uncommon,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5349,0xC08af1572F3E311Ed4BFeff8d4e9606bcd972f3e,Emerald Hand,true,Heavy,Emerald Palace,Armada,Heavy Spin,Aura,Adept,Common,Clan,Rare,Common,Rare,Common,Common,Clan,Clan,Common,Common,Spark Suit Edition 01
5350,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Tumblers Mule,Zero Effort,Dash,Yuletide Up,Runner,Common,Common,Common,Common,Uncommon,Clan,Clan,Common,Common,Uncommon,Clan,Spark Suit Edition 01
5351,0x72Cf8C26bd2955B379EeE6B0aDc016671c2778c7,Bubblegum Violence,true,Light,Tumblers Mule,Zero Effort,Dash,Yuletide Up,Officer,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5352,0x18fcb8F0B56C8B086e632036776A8348eA6829da,Grimbone,true,Medium,Dark Side,Skulls,Run,Sun Spots,Master,Uncommon,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5353,0xf90a0dF9c1fAa5bdA6A14189Ad0e65b312426691,Emerald Hand,true,Light,Emerald Palace,Zero Effort,Spin,Aura,Officer,Uncommon,Common,Rare,Rare,Common,Common,Common,Common,Common,Rare,Rare,Spark Suit Edition 01
5354,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Grimbone,true,Heavy,Dark Side,Skulls,Heavy Spin,Sun Spots,Officer,Common,Common,Uncommon,Uncommon,Rare,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5355,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elegance,Zero Effort,Dash,Elite,Runner,Uncommon,Common,Common,Common,Clan,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5356,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Dark Side,Zero Effort,Spin,Dusk,Adept,Common,Common,Clan,Rare,Common,Rare,Rare,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
5357,0x0Ce6441A4BFcC281D2aC6A260eD765E8177FE3Ad,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Yuletide Up,Runner,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
5358,0x2D7047D8537B2b3151E39dB472f463D7106E6D8B,Bubblegum Violence,true,Light,Tumblers Mule,Tri Explosion,Dash,Sapphire Star,GrandMaster,Common,Common,Common,Uncommon,Common,Common,Common,Clan,Clan,Common,Uncommon,Spark Suit Edition 01
5359,0xF0986cfc4eE97D1CEBe407FAc99D76E25af8Eb51,Bubblegum Violence,true,Heavy,Mime Burst,Tri Explosion,Sumo,Yuletide Up,Runner,Rare,Common,Common,Common,Uncommon,Rare,Rare,Common,Common,Rare,Uncommon,Spark Suit Edition 01
5360,0x1A18e2Eb5D13cdABc5b4A54D9ed4930C20564925,Bubblegum Violence,true,Light,Harlequin Tonic,Tri Explosion,Dash,Ruby Cherry,Master,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5361,0xCec0A95C1003e0F9E8D9fD153b02269faCF292e4,Emerald Hand,false,,,,,,,,,,,,,,,,,,
5362,0xf2A4Bf38fB90123B9bcA535AF0adb9FBFB4c19AB,Grimbone,true,Light,Sunrise,Zero Effort,Dash,Blue Blaze,Adept,Uncommon,Common,Rare,Uncommon,Uncommon,Common,Common,Rare,Rare,Common,Clan,Spark Suit Edition 01
5363,0xA4581f1b76b4AB50B828A4C1523762782486dd56,Bubblegum Violence,true,Light,Tumblers Mule,Tri Explosion,Dash,Yuletide Up,Runner,Uncommon,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5364,0x2e15Ee8a2Ad2444bE7946322083680eBa8af904d,Bubblegum Violence,true,Light,Harlequin Tonic,Lightning Jazz,Dash,Sapphire Star,Adept,Common,Common,Uncommon,Rare,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5365,0x9434626d7431951ffa8Ba69725953d38f5125D13,Bubblegum Violence,true,Light,Tumblers Mule,Lightning Jazz,Dash,Ruby Cherry,Officer,Rare,Common,Common,Clan,Common,Common,Common,Clan,Clan,Common,Common,Spark Suit Edition 01
5366,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Heavy,Harlequin Tonic,Zero Effort,Heavy Spin,Lolita Jam,Runner,Uncommon,Rare,Common,Rare,Uncommon,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5367,0x5897377D3D2cd9aC58eBaeC4e7daEd11e6f33eBe,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Aura,Runner,Uncommon,Common,Common,Uncommon,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
5368,0xDca8b88DA42622CD3e7BaC38018bDBF41f010209,Grimbone,true,Medium,Dark Side,Zero Effort,Run,Blue Blaze,Adept,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Common,Clan,Uncommon,Spark Suit Edition 01
5369,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Mime Burst,Tri Explosion,Dash,Lolita Jam,Adept,Common,Common,Common,Common,Common,Common,Common,Clan,Clan,Common,Uncommon,Spark Suit Edition 01
5370,0x81aEc8532fc44fB414451F35c6e4dF5C0220Df9c,Emerald Hand,true,Heavy,Elite Corps,Wave,Sumo,Elite,Officer,Common,Common,Clan,Common,Common,Common,Common,Clan,Clan,Uncommon,Common,Spark Suit Edition 01
5371,0x54071fbc168088AAB4E48Fdfc84466912BB3D0F2,Bubblegum Violence,true,Light,Harlequin Tonic,Lightning Jazz,Dash,Yuletide Up,Officer,Uncommon,Common,Common,Uncommon,Rare,Common,Common,Clan,Clan,Rare,Common,Spark Suit Edition 01
5372,0xeD66EB8E7c7ab550a048CD2Bbc867EA80C6e8E31,Grimbone,true,Light,Sunrise,Skulls,Dash,Blue Blaze,Runner,Common,Common,Uncommon,Common,Uncommon,Common,Common,Rare,Rare,Common,Rare,Spark Suit Edition 01
5373,0xA9788E0206D59c80AE750b6D2624d75065022C1A,Grimbone,true,Medium,Dark Side,Zero Effort,Run,Dusk,Master,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
5374,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Sunrise,Skulls,Run,Sun Spots,Runner,Rare,Common,Uncommon,Uncommon,Uncommon,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5375,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Emerald Palace,Zero Effort,Run,Elite,Runner,Uncommon,Rare,Rare,Rare,Uncommon,Common,Common,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
5376,0x3E266fc80F25B77e4cd8B7b544c2e209089f5364,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Aura,Officer,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5377,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Dark Side,Stripes,Run,Dusk,Runner,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5378,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Heavy,Harlequin Tonic,Lightning Jazz,Heavy Spin,Lolita Jam,Runner,Uncommon,Rare,Common,Common,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5379,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Lolita Jam,Adept,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Common,Clan,Rare,Spark Suit Edition 01
5380,0x25e129cb28cb4A826E725a7606fAF296f8c97083,Bubblegum Violence,true,Light,Mime Burst,Zero Effort,Spin,Yuletide Up,Runner,Common,Clan,Clan,Common,Uncommon,Clan,Clan,Common,Common,Common,Common,Spark Suit Edition 01
5381,0xd3B7d2fc9b5055CF1409F8E14380119CE57764ad,Grimbone,true,Light,Scorched Earth,Zero Effort,Dash,Sun Spots,Officer,Common,Rare,Common,Common,Rare,Common,Common,Rare,Rare,Rare,Common,Spark Suit Edition 01
5382,0x3d0c1256c3Bc33ADB74804Cc299994168E08d891,Bubblegum Violence,true,Heavy,Tumblers Mule,Zero Effort,Heavy Spin,Sapphire Star,Runner,Uncommon,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5383,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Sumo,Elite,Adept,Uncommon,Common,Common,Uncommon,Clan,Common,Common,Clan,Clan,Common,Common,Spark Suit Edition 01
5384,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Emerald Hand,true,Light,Elite Corps,Wave,Dash,Gem Stone,Master,Uncommon,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5385,0x1366E30Dd9F4B82B33b9C4E5D284Fc3e3Ef7224f,Bubblegum Violence,true,Medium,Mime Burst,Tri Explosion,Boxing,Aquamarine Chill,Runner,Uncommon,Common,Rare,Uncommon,Uncommon,Rare,Rare,Common,Common,Uncommon,Common,Spark Suit Edition 01
5386,0x1A18e2Eb5D13cdABc5b4A54D9ed4930C20564925,Emerald Hand,true,Heavy,Elegance,Zero Effort,Sumo,Aura,Master,Common,Common,Rare,Rare,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5387,0xB889a0Ff234EFF472556FAD0a220776b489E1D1e,Grimbone,false,,,,,,,,,,,,,,,,,,
5388,0xFcD29A0cdd8d0f833CE2c4A462C2442D0219b263,Emerald Hand,true,Light,Emerald Palace,Zero Effort,Dash,Elite,Adept,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
5389,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elegance,Zero Effort,Heavy Spin,Aura,Runner,Rare,Common,Rare,Common,Uncommon,Clan,Clan,Common,Common,Common,Common,Spark Suit Edition 01
5390,0xC0fC9bfD335CDe161598070812c3d59E26863518,Bubblegum Violence,true,Light,Harlequin Tonic,Tri Explosion,Dash,Yuletide Up,Officer,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5391,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Grimbone,true,Light,Scorched Earth,Zero Effort,Dash,Sun Spots,Runner,Clan,Common,Common,Common,Common,Common,Common,Rare,Rare,Common,Uncommon,Spark Suit Edition 01
5392,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Scorched Earth,Skulls,Heavy Spin,Sun Spots,Runner,Common,Rare,Common,Uncommon,Uncommon,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5393,0x7C965fb18E90D887bE5169cf0E48B738AE10EC84,Emerald Hand,true,Medium,Elite Corps,Armada,Boxing,Astral,Master,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5394,0xb165B418f2773D12557B8023583915D54DE09b80,Bubblegum Violence,true,Light,Mime Burst,Tri Explosion,Dash,Lolita Jam,Master,Rare,Common,Common,Uncommon,Uncommon,Common,Common,Clan,Clan,Common,Uncommon,Spark Suit Edition 01
5395,0x421e90AE8bf1110e106c475573aC041084cb48da,Emerald Hand,false,,,,,,,,,,,,,,,,,,
5396,0x5F71072ba6126acfCf14dB4573Da14909a9BeAbc,Grimbone,true,Light,Sunrise,Skulls,Dash,Dusk,Officer,Common,Rare,Common,Common,Uncommon,Rare,Rare,Rare,Rare,Clan,Rare,Spark Suit Edition 01
5397,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Grimbone,true,Medium,Sunrise,Skulls,Run,Blue Blaze,Master,Common,Common,Rare,Uncommon,Rare,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5398,0x4180DF94913B25BA7FB6d20A5d87C33055104726,Emerald Hand,true,Medium,Elite Corps,Armada,Boxing,Elite,Runner,Common,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5399,0xAeb3d5ff66A87FC9FAF8a44415c8702dDf9EC5DA,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Dusk,Runner,Common,Clan,Common,Rare,Common,Common,Common,Clan,Clan,Common,Rare,Spark Suit Edition 01
5400,0x2A299ceC775203E32d9ed737B701212cBE8B1c8C,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Ruby Cherry,Officer,Common,Common,Common,Common,Uncommon,Clan,Clan,Common,Common,Common,Rare,Spark Suit Edition 01
5401,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Armada,Sumo,Aura,Runner,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5402,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Prism,Runner,Common,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
5403,0x3E94970f3f68e91DDeFAa0857eCa93A1A35e1806,Grimbone,true,Light,Scorched Earth,Skulls,Dash,Faded,Adept,Common,Common,Clan,Common,Common,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
5404,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elegance,Wave,Heavy Spin,Aura,Runner,Clan,Common,Uncommon,Common,Common,Common,Common,Common,Common,Clan,Uncommon,Spark Suit Edition 01
5405,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Heavy,Harlequin Tonic,Zero Effort,Sumo,Lolita Jam,Runner,Uncommon,Common,Common,Common,Uncommon,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
5406,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Astral,Runner,Rare,Common,Common,Common,Uncommon,Common,Common,Common,Common,Uncommon,Clan,Spark Suit Edition 01
5407,0xD471387f65638A888af5c36036B60D54D945b79D,Emerald Hand,true,Heavy,Elegance,Zero Effort,Sumo,Elite,Master,Common,Common,Common,Common,Common,Clan,Clan,Common,Common,Common,Common,Spark Suit Edition 01
5408,0x3A25f72EDD66CDA6718c3beC43854810Ba79404E,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Dusk,Officer,Rare,Common,Clan,Uncommon,Rare,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5409,0xF5EF36Ef681C1C470D2f4337cA2CEF1F74D757E8,Bubblegum Violence,true,Heavy,Harlequin Tonic,Tri Explosion,Heavy Spin,Sapphire Star,Runner,Common,Common,Uncommon,Uncommon,Common,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
5410,0xEf74e37923D248Ea87DBbe714B6aB8B50Dd0C0CA,Emerald Hand,false,,,,,,,,,,,,,,,,,,
5411,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Gem Stone,Runner,Rare,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5412,0x5BaCE761145aef2D4fb7563A7381e3A3262B5992,Bubblegum Violence,true,Heavy,Harlequin Tonic,Tri Explosion,Sumo,Yuletide Up,Adept,Uncommon,Common,Common,Common,Uncommon,Common,Common,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
5413,0x27642cca6F3279D76c8E5FABE49D67E63d287a71,Emerald Hand,true,Heavy,Emerald Palace,Wave,Heavy Spin,Aura,Runner,Rare,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5414,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Elite,Adept,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5415,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Tumblers Mule,Lightning Jazz,Spin,Yuletide Up,Adept,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Rare,Spark Suit Edition 01
5416,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Tumblers Mule,Tri Explosion,Dash,Yuletide Up,Runner,Uncommon,Common,Uncommon,Common,Uncommon,Clan,Clan,Common,Common,Common,Uncommon,Spark Suit Edition 01
5417,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Bubblegum Violence,true,Light,Tumblers Mule,Zero Effort,Dash,Sapphire Star,GrandMaster,Common,Common,Uncommon,Rare,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5418,0xB6EBb437378E40ccbc1240C5b8268fA80bC657bc,Grimbone,true,Light,Scorched Earth,Zero Effort,Dash,Blue Blaze,Adept,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5419,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Sunrise,Skulls,Run,Faded,Runner,Uncommon,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
5420,0x6F9fF7A0d46ff8f6363d4aF72d1b6EbBcF52F07B,Grimbone,false,,,,,,,,,,,,,,,,,,
5421,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Stripes,Boxing,Hot Orange,Adept,Uncommon,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Clan,Common,Spark Suit Edition 01
5422,0x2618204231836BE88F73C0FdEeaFE5D7AA0f2e8E,Grimbone,true,Medium,Sunrise,Skulls,Run,Dusk,Officer,Rare,Clan,Clan,Common,Common,Common,Common,Common,Common,Uncommon,Clan,Spark Suit Edition 01
5423,0x3A71913CE6B950358d565056Ae6708D0C2b57793,Emerald Hand,true,Heavy,Emerald Palace,Zero Effort,Heavy Spin,Elite,Runner,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
5424,0xba98d38b3C0306CE9B6d95B22ccE420BA09364e3,Bubblegum Violence,true,Light,Tumblers Mule,Lightning Jazz,Dash,Sapphire Star,Master,Rare,Common,Common,Uncommon,Common,Clan,Clan,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5425,0x15fE940d887570d8D20e81AabcDeea28bA13eaD3,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Prism,Adept,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5426,0x5718d70CFc71775Ac5Dd152df5e9a78Eef9B15a9,Grimbone,true,Heavy,Scorched Earth,Stripes,Heavy Spin,Dusk,Runner,Uncommon,Common,Clan,Uncommon,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5427,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Scorched Earth,Zero Effort,Dash,Blue Blaze,Adept,Common,Rare,Common,Uncommon,Common,Rare,Rare,Rare,Rare,Common,Rare,Spark Suit Edition 01
5428,0x0C1933aAc1cB456601fB5cCB4e1e319E1c25f84D,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Dusk,Runner,Clan,Common,Rare,Uncommon,Rare,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5429,0xE520232B2E0b340B74161ebeF09d9BA706b9fFd8,Grimbone,true,Heavy,Scorched Earth,Skulls,Sumo,Faded,Adept,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
5430,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Dark Side,Skulls,Dash,Dusk,Runner,Uncommon,Rare,Common,Rare,Common,Rare,Rare,Common,Common,Common,Rare,Spark Suit Edition 01
5431,0x71a88960Ca5ED0CAE9e9480637DfdB9621F2F634,Bubblegum Violence,true,Light,Harlequin Tonic,Lightning Jazz,Dash,Aquamarine Chill,GrandMaster,Rare,Common,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
5432,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elegance,Zero Effort,Dash,Elite,Adept,Rare,Common,Uncommon,Common,Common,Rare,Rare,Common,Common,Common,Uncommon,Spark Suit Edition 01
5433,0x5342712163626F9D7A787E88De68e49e03B3be2e,Bubblegum Violence,true,Light,Harlequin Tonic,Tri Explosion,Dash,Lolita Jam,Adept,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Clan,Uncommon,Spark Suit Edition 01
5434,0x042b61f44b41576d19020FEAa74DA25324F246cE,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
5435,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elegance,Armada,Heavy Spin,Elite,Runner,Common,Common,Common,Uncommon,Common,Clan,Clan,Common,Common,Common,Common,Spark Suit Edition 01
5436,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Sunrise,Zero Effort,Dash,Sun Spots,Runner,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5437,0xb41649c9e0596499172335138fc57B574948EEBC,Grimbone,true,Medium,Scorched Earth,Zero Effort,Boxing,Blue Blaze,Runner,Uncommon,Common,Uncommon,Uncommon,Rare,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5438,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Scorched Earth,Stripes,Dash,Dusk,Adept,Uncommon,Rare,Common,Common,Rare,Common,Common,Common,Common,Clan,Common,Spark Suit Edition 01
5439,0xB712C4D785F6aC4E0d8cB40798295B9607c67356,Bubblegum Violence,true,Light,Tumblers Mule,Zero Effort,Dash,Lolita Jam,GrandMaster,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
5440,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Yuletide Up,Runner,Common,Clan,Rare,Common,Rare,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
5441,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Wave,Boxing,Aura,Runner,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
