Token ID,Owner Address,Attribute role,Attribute luck,Attribute head,Attribute upperbody,Attribute lowerbody,Attribute face,Attribute figure,Attribute skin,Attribute bg,Attribute expression,Attribute skill 1,Attribute skill 2,Attribute power,Attribute token id,Attribute star,Attribute level,Attribute hatch num,Attribute vitality,Attribute free chance,Attribute used hatch num,Attribute mood
1546,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Ashe,477,Bee Tentacles,Bee Top,Bee Bottom,Heart Glasses,Arrow Face,Gentle Ashe,Orange,,Increase power in percentage for each dinosaur character in the team,Increase power in percentage with all dinosaur characters,542,1546,1,28,3/3,70,0/3,,
1547,0x8684e8C7D4Ae0256372e5FD727ca2bd3F4ac95b2,Pop,342,Martin's Antenna,Colorful Top,Colorful Pants,,Upper Eye Lashes,Sky Pop,Grey,,,,,,,,,,,,
1548,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,345,Viking Helmet,Viking Armor,Viking Boots,,Facial Design,,Bluish Grey,,Increase power in percentage for each duck character in the team,Increase Coins earned from Joyous Scene in percentage,454,1548,1,24,3/3,100,3/3,,
1549,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,796,Skeleton Kerchief,Pirate Trenchcoat,Leather Boots,Goatee,,,Orange,,Increase Coins earned from Joyous Scene in percentage,,512,1549,1,17,5/5,76,3/3,,
1550,0xeE1A4667C02CF143F79e8F3F4a62645BCFb1ADa0,Claude,393,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,Dali-style beard,,Forgiving Claude,Orange,,,,,,,,,,,,
1551,0xeE1A4667C02CF143F79e8F3F4a62645BCFb1ADa0,Pop,54,,Shell Necklace,,,,Sky Pop,Grey,,,,,,,,,,,,
1552,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,60,,Star Backpack,,Cardboard mask,,,Blue,,Increase power in percentage with all star characters in percentage,Decrease Diamonds used for Raise in percentage,447,1552,1,20,2/2,94,3/3,,
1553,0xeE1A4667C02CF143F79e8F3F4a62645BCFb1ADa0,Patty,150,Cow Horn Tiara,Viking Armor,Yellow Shorts,Cardboard mask,,,Blue,,,,,,,,,,,,
1554,0x145c692ea0B7D8dD26F0eD6230b2fC6c44EffdA1,Patty,114,,Star Backpack,Yellow Shorts,Cardboard mask,Lightning,Gloomy Patty,Bluish Grey,,,,,,,,,,,,
1555,0x145c692ea0B7D8dD26F0eD6230b2fC6c44EffdA1,Pop,142,Dome with Diamond,Shell Necklace,,,Upper Eye Lashes,,Blue,,,,,,,,,,,,
1556,0x145c692ea0B7D8dD26F0eD6230b2fC6c44EffdA1,Claude,316,Wide-mouth Kraken,Blue Boxing,Hip-Hop Sneakers,Awe-inspiring,,Forgiving Claude,Grey,,,,,,,,,,,,
1557,0x145c692ea0B7D8dD26F0eD6230b2fC6c44EffdA1,Patty,468,Viking Helmet,Viking Armor,Viking Boots,Goatee,,Lava Patty,Grey,,,,,,,,,,,,
1558,0x308A61C91c6847B4424A38EF271f4F3718763156,Claude,96,,,Tentacle Feet,Dali-style beard,,,Bluish Grey,,,,,,,,,,,,
1559,0x81B1A210Ec35c352A4C4E63D5e9E1D905bef738d,Bill Duck,54,,Shell Necklace,,,Heart,,Bluish Grey,,,,,,,,,,,,
1560,0x5f2b5A5454E04ad2394B2adD2f176F7Ccc22cCE9,Bill Duck,68,Antler Straw Hat,Maple Leaf Jacket,,,,,Grey,,,,,,,,,,,,
1561,0x92b5136533bF6e254c9a5d7cBaB609C2942569A9,Ashe,142,Flower,Bib,Red Shorts,Heart Glasses,,,Bluish Grey,,,,,,,,,,,,
1562,0x9bd104AE1b89268571456d6675818D0c968733DD,Ashe,609,Lantern Fish Hood,Fish Bikini,Lantern Fish Tail,Flower Hairpin,Shy Face,Optimistic Ashe,Blue,,Increase power in percentage for each star character in the team,Increase power in percentage if all characters in the team are different,495,1562,1,29,4/4,28,0/3,,
1563,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,98,,Maple Leaf Jacket,,,Tattoo,Evil Bill Duck,Blue,,Increase win rate in Knock-out Mode in percentage,Increase power in percentage for each star character in the team,479,1563,1,30,2/2,88,3/3,,
1564,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,98,,Star Backpack,Yellow Shorts,Cardboard mask,,Gloomy Patty,Grey,,Increase power in percentage for each duck character in the team,Increase power in percentage for each dinosaur character in the team,561,1564,1,30,2/2,76,3/3,,
1565,0x8032f2015c7C9d14C42A9Bc6Ed791658fb1571fb,Ashe,40,,,Red Shorts,,,,Orange,,,,,,,,,,,,
1566,0xcEFf3D67DEcD04C1C6f1D4715db7886d09F92f88,Ashe,292,Bee Tentacles,Bee Top,Red Shorts,Flower Hairpin,Shy Face,Gentle Ashe,Blue,,,,,,,,,,,,
1567,0xb8E037032BCa105bE108173B0Ab235BCCB5500D8,Bill Duck,138,Quiff,Maple Leaf Jacket,,,Heart,Evil Bill Duck,Bluish Grey,,,,,,,,,,,,
1568,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,98,Devil's Horn,,,,Rainbow,Simplex Claude,Blue,,,,,,,,,,,,
1569,0x58733778cEe608906A982BcC5FaEbb0479D702DD,Bill Duck,90,,,Red slippers,,Heart,Pink Bill Duck,Orange,,Increase match revenue in percentage for each star character in the team,Increase Coins earned from Casual Mode in percentage,489,1569,1,20,2/2,100,,,
1570,0x881FF198660c59Da0c5f6Ba1F52dc68814786EAf,Bill Duck,896,Parrot Tricorne,Captain's Uniform,Exclusive Boots,Captain's Beard,Heart,Ocean Bill Duck,Grey,,Increase match revenue in percentage for each fish character in the team,Increase match revenue in percentage for each duck character in the team,643,1570,2,30,5/5,34,3/3,,
1571,0x856cd5dc1b96cA1B25635A83A6c2a73f231999b1,Pop,553,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,,,Bluish Grey,,,,,,,,,,,,
1572,0xb39a6B4cb933AAB3c30dA765aCF26c4C00a4bF11,Ashe,114,,Bib,Lantern Fish Tail,,,,Orange,,,,,,,,,,,,
1573,0x92b5136533bF6e254c9a5d7cBaB609C2942569A9,Ashe,252,Bee Tentacles,Bee Top,Red Shorts,Heart Glasses,,Intellectual Ashe,Grey,,,,,,,,,,,,
1574,0x5c54Fbd01F53E041fC182F0cc2F98583bd5d498D,Pop,336,Martin's Antenna,Gold Glitter,Striped Pants,Golden Beard,,Desert Pop,Orange,,,,,,,,,,,,
1575,0x9E6C393177534488A0A60c5d36FAB538aE155561,Pop,224,Nightcap,Colorful Top,Colorful Pants,Golden Beard,,,Grey,,Increase Coins earned from Story Mode in percentage,Increase match revenue in percentage for each dinosaur character in the team,507,1575,2,20,3/3,44,3/3,,
1576,0x60095164546CFEE752630AB98DCc5f5d119282df,Patty,134,Cow Horn Tiara,Carton,Yellow Shorts,,,Noble Patty,Bluish Grey,,Increase match revenue in percentage for each duck character in the team,,401,1576,1,14,2/2,76,3/3,,
1577,0x0F238938aDA42B6a1b9159974713823dF0C0Ca8e,Patty,60,,Star Backpack,,Cardboard mask,,,Grey,,,,,,,,,,,,
1578,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,294,Boxing Helmet,Hip Hop Jacket,Hip-Hop Sneakers,Awe-inspiring,Stubble,Excited Claude,Grey,,Increase win rate in Casual Mode in percentage,Increase match revenue in percentage for each cloud character in the team,443,1578,1,20,3/3,82,3/3,,
1579,0x9E6C393177534488A0A60c5d36FAB538aE155561,Patty,270,Viking Helmet,,Viking Boots,Goatee,Lightning,Lava Patty,Orange,,Increase win rate in Knock-out Mode in percentage,,276,1579,1,13,3/3,76,3/3,,
1580,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,432,Martin's Antenna,Colorful Top,Colorful Pants,Sleeping Eye Mask,Lower Eye Lashes,Desert Pop,Orange,,Increase power in percentage for each dinosaur character in the team,Decrease Coins used for upgrading in percentage,686,1580,2,30,0/3,100,3/3,,
1581,0xb39a6B4cb933AAB3c30dA765aCF26c4C00a4bF11,Ashe,417,Bee Tentacles,Bee Top,Bee Bottom,Flower Hairpin,Shy Face,,Blue,,,,,,,,,,,,
1582,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Patty,318,Skeleton Kerchief,Viking Armor,Viking Boots,Cardboard mask,Facial Design,Gloomy Patty,Orange,,Increase win rate in Story Mode in percentage,Increase Coins earned from Frigid Scene in percentage,646,1582,2,30,3/3,100,0/3,,
1583,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,609,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,Lower Eye Lashes,Sky Pop,Bluish Grey,,Increase Coins earned from Guardian Scene in percentage,Increase basic power in value,728,1583,2,30,4/4,78,3/3,,
1584,0x5a7c36e8Fd2E57cFcbAF92925FB15FFAFa9dd9D5,Patty,124,Grass,Carton,,Cardboard mask,Facial Design,,Bluish Grey,,,,148,1584,1,1,2,,,,100
1585,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,387,Bee Tentacles,Bee Top,Bee Bottom,Heart Glasses,,,Orange,,Increase match revenue in percentage for each star character in the team,Increase basic power in value,657,1585,2,30,3/3,78,3/3,,
1586,0x44A5ab36fB5558214B645286F7C99D68e47783cD,Ashe,250,Flower,Bee Top,Bee Bottom,Flower Hairpin,Shy Face,,Orange,,,,,,,,,,,,
1587,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,46,,,Red Sneaker,,Shy Face,,Grey,,Increase power in percentage with all dinosaur characters,Increase basic power in value,420,1587,1,23,2/2,88,3/3,,
1588,0x89FD6391DED01589bCD6650643ea2513D26D7C03,Ashe,136,Bee Tentacles,,,,Arrow Face,Gentle Ashe,Grey,,,,,,,,,,,,
1589,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,120,Quiff,,,,,Pink Bill Duck,Orange,,Increase match revenue in percentage for each duck character in the team,Increase win rate in Horror Scene in percentage,462,1589,1,23,2/2,88,3/3,,
1590,0x52b131079bBa070Fbde2608BA8223590516A4ea2,Bill Duck,338,Quiff,Hippie Vest,Hippie Pants,Captain's Beard,Heart,Ocean Bill Duck,Grey,,,,,,,,,,,,
1591,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,328,Antler Straw Hat,Hippie Vest,Hippie Pants,Captain's Beard,Tattoo,Ocean Bill Duck,Blue,,Increase win rate in Horror Scene in percentage,Increase win rate in all game modes in percentage,555,1591,1,30,3/3,100,3/3,,
1592,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,345,Viking Helmet,Viking Armor,Viking Boots,,,Lava Patty,Bluish Grey,,Increase win rate in Joyous Scene in percentage,Increase win rate in Story Mode in percentage,461,1592,1,30,3/3,94,3/3,,
1593,0xC29c4574cC71B7328E803f57159fEe00c2FBdB6a,Ashe,120,Flower,,Red Sneaker,,Arrow Face,Intellectual Ashe,Orange,,,,,,,,,,,,
1594,0xC29c4574cC71B7328E803f57159fEe00c2FBdB6a,Claude,342,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,Dali-style beard,,,Orange,,,,,,,,,,,,
1595,0x4f1f4e994DFa1d322435EEa1ef5228C2bc89ffD5,Bill Duck,264,Hippie Helmet,Hippie Vest,Purple Pnats,Captain's Beard,Heart,,Blue,,Decrease Coins used for upgrading in percentage,Increase power in percentage for each star character in the team,673,1595,2,30,3/3,100,0/3,,
1596,0x2d5daDB01A0FeC9449AeF1FB41192f589B6130A1,Pop,140,,,Treasure Boots,Golden Beard,,,Blue,,,,,,,,,,,,
1597,0x2d5daDB01A0FeC9449AeF1FB41192f589B6130A1,Claude,332,Wide-mouth Kraken,Tentacle Skirt,Blue Shorts,Awe-inspiring,Stubble,Simplex Claude,Grey,,Increase power in percentage for each fish character in the team,Increase win rate in Team Mode in percentage,413,1597,1,21,3/4,100,,,
1598,0x2d5daDB01A0FeC9449AeF1FB41192f589B6130A1,Claude,202,Dreadlocks,Belt,Hip-Hop Sneakers,,,Forgiving Claude,Orange,,,,,,,,,,,,
1599,0x152B9B77Ea961871b58EAD461054752cBF072Bc7,Bill Duck,256,Quiff,Hippie Vest,Hippie Pants,,Heart,Ocean Bill Duck,Grey,,Increase win rate in Single-player matches in percentage,Increase match revenue in percentage for each cloud character in the team,514,1599,1,30,3/3,76,0/3,,
1600,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,402,Martin's Antenna,Colorful Top,Colorful Pants,Sleeping Eye Mask,Upper Eye Lashes,Organic Pop,Bluish Grey,,,,,,,,,,,,
1601,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,318,Viking Helmet,Viking Armor,Viking Boots,,Lightning,,Blue,,Increase Coins earned from Joyous Scene in percentage,,465,1601,1,17,3/3,58,3/3,,
1602,0xb72616e80b0dEd8EEb9F642c24E651ddF5D96D6f,Patty,876,Skeleton Kerchief,Pirate Trenchcoat,Leather Boots,Goatee,Facial Design,Gloomy Patty,Bluish Grey,,Increase win rate in Knock-out Mode in percentage,Increase power in percentage for each duck character in the team,644,1602,1,29,5/5,52,,,
1603,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,118,,,,Awe-inspiring,,Forgiving Claude,Orange,,Increase win rate in Ancient Scene in percentage,Decrease Coins used for upgrading in percentage,376,1603,1,20,2/2,,3/3,,
1604,0x5a7c36e8Fd2E57cFcbAF92925FB15FFAFa9dd9D5,Pop,613,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,,Organic Pop,Bluish Grey,,,,,,,,,,,,
1605,0xBac5dB96144422fFeAdaF79EbFc12612A2B428A8,Patty,406,Skeleton Kerchief,Pirate Trenchcoat,Leather Boots,Cardboard mask,Facial Design,Noble Patty,Grey,,,,,,,,,,,,
1606,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,332,Bee Tentacles,Fish Bikini,Bee Bottom,Flower Hairpin,Arrow Face,Intellectual Ashe,Grey,,Increase Coins earned from Frigid Scene in percentage,Increase the probability of getting treasure chests in percentage,620,1606,1,30,3/3,100,3/3,,
1607,0x1160fb1b4C936170B5f2163E03c263b5b235cBC0,Claude,308,Dreadlocks,Hip Hop Jacket,Tentacle Feet,Awe-inspiring,Rainbow,Excited Claude,Grey,,,,,,,,,,,,
1608,0xE40b9121972dFCE7F9af4228288986717f26c3c4,Bill Duck,534,Hippie Helmet,Hippie Vest,Hippie Pants,Captain's Beard,Tattoo,Pink Bill Duck,Bluish Grey,,,,,,,,,,,,
1609,0xB6E0C8cfD3B5e9F01BdC1F5d5951459bc7d49a62,Patty,80,,,Yellow Slipper,,Lightning,Lava Patty,Grey,,,,,,,,,,,,
1610,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,444,Viking Helmet,Viking Armor,Viking Boots,Cardboard mask,Facial Design,Noble Patty,Blue,,Increase basic power in value,Increase Coins earned from Casual Mode in percentage,550,1610,1,30,3/3,76,3/3,,
1611,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,130,Viking Helmet,,Yellow Shorts,,Lightning,Gloomy Patty,Grey,,Increase win rate in all game modes in percentage,Increase win rate in Frigid Scene in percentage,568,1611,1,30,2/2,76,3/3,,
1612,0x88482a8424AC03453E8cc83e59b4Cd9855d9C5EF,Claude,142,Devil's Horn,,Blue Sneaker,Awe-inspiring,,Excited Claude,Blue,,,,,,,,,,,,
1613,0x88482a8424AC03453E8cc83e59b4Cd9855d9C5EF,Ashe,150,,Bib,Bee Bottom,,Shy Face,Gentle Ashe,Blue,,,,,,,,,,,,
1614,0x88482a8424AC03453E8cc83e59b4Cd9855d9C5EF,Pop,294,Martin's Antenna,Colorful Top,Colorful Pants,,,,Blue,,,,,,,,,,,,
1615,0x88482a8424AC03453E8cc83e59b4Cd9855d9C5EF,Bill Duck,82,,Maple Leaf Jacket,,,,Ocean Bill Duck,Blue,,,,,,,,,,,,
1616,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,599,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,Upper Eye Lashes,,Orange,,Increase basic power in value,Increase Coins earned from all game Modes in percentage,590,1616,1,25,4/4,64,3/3,,
1617,0x88482a8424AC03453E8cc83e59b4Cd9855d9C5EF,Claude,100,Devil's Horn,Belt,,,Stubble,Excited Claude,Bluish Grey,,,,,,,,,,,,
1618,0x88482a8424AC03453E8cc83e59b4Cd9855d9C5EF,Ashe,306,Bee Tentacles,Bee Top,Lantern Fish Tail,Heart Glasses,,Gentle Ashe,Blue,,,,,,,,,,,,
1619,0xb39a6B4cb933AAB3c30dA765aCF26c4C00a4bF11,Bill Duck,126,Hippie Helmet,,,,Heart,Pink Bill Duck,Bluish Grey,,,,,,,,,,,,
1620,0x395E3c41a2bC2B7B38D7e931A1b587327A3Ca069,Pop,298,Dome with Diamond,Colorful Top,Colorful Pants,Sleeping Eye Mask,Lower Eye Lashes,Desert Pop,Grey,,,,,,,,,,,,
1621,0x32c89D72DA7120Bce7dBb0b83E3EC2cEb181247C,Patty,236,Grass,Viking Armor,Viking Boots,,Facial Design,Lava Patty,Orange,,,,,,,,,,,,
1622,0x32c89D72DA7120Bce7dBb0b83E3EC2cEb181247C,Patty,202,Viking Helmet,Star Backpack,Viking Boots,,,Noble Patty,Blue,,,,,,,,,,,,
1623,0xDb7e318FF8FF666C7b8c8F47F5D156fADFa666Cb,Pop,76,,,Colorful Pants,,,Sky Pop,Grey,,,,,,,,,,,,
1624,0xDb7e318FF8FF666C7b8c8F47F5D156fADFa666Cb,Ashe,641,Lantern Fish Hood,Fish Bikini,Lantern Fish Tail,Flower Hairpin,Shy Face,Intellectual Ashe,Blue,,,,,,,,,,,,
1625,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,132,,,Striped Pants,Sleeping Eye Mask,Upper Eye Lashes,Organic Pop,Blue,,,,,,,,,,,,
1626,0x856cd5dc1b96cA1B25635A83A6c2a73f231999b1,Bill Duck,144,,Maple Leaf Jacket,Red slippers,Rock Shades,Heart,Evil Bill Duck,Bluish Grey,,,,,,,,,,,,
1627,0x9e176801b58196EfC9ec7E50277bb00383956938,Pop,483,Martin's Antenna,Colorful Top,Colorful Pants,Golden Beard,Lower Eye Lashes,Organic Pop,Orange,,,,,,,,,,,,
1628,0xb39Cbb572b3eA04C663CF8C98b434E47b13Fd04d,Ashe,130,,Red Boxing Gloves,Red Shorts,,Arrow Face,Optimistic Ashe,Blue,,,,,,,,,,,,
1629,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,294,Bee Tentacles,Bee Top,Bee Bottom,,,,Grey,,Increase win rate in Team Mode in percentage,Increase power in percentage for each fish character in the team,563,1629,1,30,3/3,52,3/3,,
1630,0x088771a64D950229020D91513A071F3429944261,Bill Duck,322,Parrot Tricorne,Hippie Vest,Hippie Pants,Rock Shades,,Pink Bill Duck,Grey,,,,,,,,,,,,
1631,0x5D22db0DDC365Dbdc0983441E2906D51855a142D,Claude,641,Wide-mouth Kraken,Tentacle Skirt,Tentacle Feet,Awe-inspiring,Rainbow,Forgiving Claude,Blue,,,,,,,,,,,,
1632,0x5D22db0DDC365Dbdc0983441E2906D51855a142D,Claude,198,Dreadlocks,Hip Hop Jacket,Blue Sneaker,Dali-style beard,,,Orange,,,,,,,,,,,,
1633,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,144,,Striped Top,Striped Pants,,Upper Eye Lashes,,Grey,,Increase win rate in Team Mode in percentage,Increase win rate in Guardian Scene in percentage,529,1633,1,27,2/2,64,3/3,,
1634,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,498,Bee Tentacles,Bee Top,Bee Bottom,Flower Hairpin,Arrow Face,Gentle Ashe,Orange,,Increase win rate in Ancient Scene in percentage,Increase Coins earned from Joyous Scene in percentage,617,1634,2,30,3/3,100,3/3,,
1635,0x0aC05bBdac0c96d704e5a591FBF870BCCBd6F396,Claude,140,Wide-mouth Kraken,,,,,Simplex Claude,Bluish Grey,,,,,,,,,,,,
1636,0xFCD3715D0D22A781052533f06D4AaDF7E9502394,Bill Duck,114,,Hippie Vest,Purple Pnats,,Heart,,Grey,,,,,,,,,,,,
1637,0xA0f1aAE91660253f29Aa966dCa0679F8f3BA9F6e,Claude,120,,Belt,Blue Shorts,,Stubble,Simplex Claude,Blue,,,,,,,,,,,,
1638,0xfD7fbFDF95F617ebf646b694b16BE7AE50e6D0B6,Pop,360,Martin's Antenna,Colorful Top,Colorful Pants,,,Organic Pop,Orange,,,,,,,,,,,,
1639,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,152,,Bee Top,Lantern Fish Tail,,,,Orange,,,,,,,,,,,,
1640,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,144,,,Yellow Shorts,Goatee,Lightning,Gloomy Patty,Blue,,,,,,,,,,,,
1641,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,318,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,,,Excited Claude,Bluish Grey,,Increase win rate in Ancient Scene in percentage,Increase basic power in percentage,613,1641,1,30,3/3,100,3/3,,
1642,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,507,Hippie Helmet,Hippie Vest,Hippie Pants,Captain's Beard,Heart,Pink Bill Duck,Orange,,,,,,,,,,,,
1643,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,641,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,Lower Eye Lashes,Organic Pop,Bluish Grey,,Increase win rate in Casual Mode in percentage,Increase win rate in Ancient Scene in percentage,504,1643,1,30,4/4,100,3/3,,
1644,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,322,Lantern Fish Hood,Fish Bikini,Red Shorts,Flower Hairpin,Shy Face,Intellectual Ashe,Grey,,Increase win rate in Joyous Scene in percentage,Increase power in percentage with all dinosaur characters,467,1644,1,26,4/4,100,3/3,,
1645,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,114,,Shell Necklace,Purple Slipper,,,Desert Pop,Orange,,Increase win rate in Team Mode in percentage,,350,1645,1,14,2/2,100,3/3,,
1646,0x0aC05bBdac0c96d704e5a591FBF870BCCBd6F396,Patty,106,,Carton,Viking Boots,,,Gloomy Patty,Bluish Grey,,,,,,,,,,,,
1647,0x088771a64D950229020D91513A071F3429944261,Patty,932,Skeleton Kerchief,Pirate Trenchcoat,Leather Boots,Goatee,Facial Design,Noble Patty,Blue,,Increase match revenue in percentage for each dinosaur character in the team,Increase win rate in Horror Scene in percentage,787,1647,3,30,5/5,100,,,
1648,0x345b627d5126629b48Bc81734DA0065b2d2C6Dde,Ashe,278,Bee Tentacles,Bee Top,Red Sneaker,Heart Glasses,Shy Face,Gentle Ashe,Blue,,,,,,,,,,,,
1649,0xa998f315306c18fBD301d0f21a0C28780C6ADc7f,Pop,318,Dome with Diamond,Gold Glitter,Colorful Pants,Golden Beard,Upper Eye Lashes,,Grey,,Increase win rate in Knock-out Mode in percentage,Increase power in percentage for each star character in the team,457,1649,1,30,4/4,76,3/3,,
1650,0x4CDcbA3A1a8a2230519BB6fac4eD53096bcec9e7,Claude,78,,,Blue Sneaker,Dali-style beard,Rainbow,,Orange,,,,,,,,,,,,
1651,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,94,,Carton,Yellow Shorts,,,Lava Patty,Grey,,Increase Coins earned from Ancient Scene in percentage,Increase power in percentage for each cloud character in the team,631,1651,2,30,1/2,78,3/3,,
1652,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,375,Viking Helmet,Viking Armor,Viking Boots,Cardboard mask,Lightning,Gloomy Patty,Bluish Grey,,Increase win rate in Guardian Scene in percentage,Increase win rate in Knock-out Mode in percentage,616,1652,2,30,3/3,78,3/3,,
1653,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,218,Viking Helmet,Star Backpack,Viking Boots,,Lightning,Lava Patty,Orange,,Increase win rate in Ancient Scene in percentage,Increase Coins earned from Sweet Scene in percentage,536,1653,2,30,3/3,78,3/3,,
1654,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,92,Red Boxing Helmet,,,,Arrow Face,,Grey,,Increase Coins earned from Sweet Scene in percentage,Increase win rate in Single-player matches in percentage,667,1654,2,30,2/2,78,3/3,,
1655,0x10172016fba581F1f6EFf327e2e78accFa9B666F,Pop,316,Martin's Antenna,Gold Glitter,Striped Pants,Golden Beard,,Organic Pop,Bluish Grey,,,,,,,,,,,,
1656,0xF26405E3caF48065aafb592e170f116d2Ec3B592,Claude,658,Wide-mouth Kraken,Tentacle Skirt,Tentacle Feet,Awe-inspiring,Stubble,Simplex Claude,Blue,,,,,,,,,,,,
1657,0x26d950aA1Eb8631150c3828B5024849FA9E75b33,Bill Duck,142,Antler Straw Hat,Maple Leaf Jacket,Red slippers,Rock Shades,,,Grey,,,,,,,,,,,,
1658,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,144,,Blue Boxing,Hip-Hop Sneakers,,,Excited Claude,Bluish Grey,,Increase power in percentage if all characters in the team are different,Increase win rate in Single-player matches in percentage,373,1658,1,22,2/2,52,3/3,,
1659,0x68E7589134a235c00c11BD3A49dfa5EE9625B87D,Bill Duck,146,,Shell Necklace,Red slippers,Rock Shades,,Pink Bill Duck,Grey,,,,,,,,,,,,
1660,0xc6de33F747CE9dc5F2B8137532f38405E656F697,Patty,274,Grass,Viking Armor,Viking Boots,Goatee,,Lava Patty,Blue,,Increase power in percentage for each fish character in the team,Increase win rate in Casual Mode in percentage,546,1660,2,30,3/3,100,0/3,,
1661,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,392,Viking Helmet,Pirate Trenchcoat,Leather Boots,Goatee,,Noble Patty,Blue,,Increase power in percentage for each fish character in the team,Increase power in percentage for each duck character in the team,675,1661,2,30,5/5,78,3/3,,
1662,0x9cf34EDa5a85099B4E596a1ECE29D3E6dd330372,Pop,144,Martin's Antenna,,Striped Pants,,Lower Eye Lashes,,Blue,,Increase Coins earned from Joyous Scene in percentage,,328,1662,1,13,2/2,76,3/3,,
1663,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Patty,292,Skeleton Kerchief,Viking Armor,Viking Boots,Cardboard mask,,Lava Patty,Blue,,Increase win rate in Story Mode in percentage,Increase win rate in Casual Mode in percentage,554,1663,1,30,3/3,94,0/3,,
1664,0x3DF50035f0799058D974507cE8964A2490BD8CD5,Claude,148,Boxing Helmet,,,Dali-style beard,Stubble,Forgiving Claude,Blue,,,,,,,,,,,,
1665,0xaE245cAb725cebB2CcFEb996718e63c7b98E5d1B,Patty,378,Viking Helmet,Viking Armor,Viking Boots,Cardboard mask,,Lava Patty,Blue,,Increase Coins earned from Frigid Scene in percentage,Increase basic power in percentage,460,1665,1,20,3/3,76,0/3,,
