Token ID,Owner Address,Attribute collection,Attribute clan,Attribute tier,Attribute color theme,Attribute emissive theme,Attribute animation,Attribute vfx color,Attribute vfx type,Attribute head,Attribute neck,Attribute body,Attribute tail,Attribute wings,Attribute arms,Attribute legs,Attribute revealed
6882,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Aura,Dog Play,Lite Burst,Try Soul,Common,Epic,Epic,Uncommon,Rare,Common,Common,true
6883,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Yultide Up,Dog Play,Sun Up,Try Soul,Uncommon,Uncommon,Common,Clan,Epic,Clan,Uncommon,true
6884,0x11DDBdfe84B4C365A20585C7BF36d1d59a386577,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dog Play,Soul Yellow,Zero Soul,Common,Uncommon,Common,Uncommon,Common,Clan,Epic,true
6885,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Sun Spots,Dragon Roar,Dusty Orange,Zero Soul,Common,Common,Clan,Rare,Clan,Uncommon,Epic,true
6886,0x1F97Bd9b7100a04721aAe80DD1641B0e590982c0,Spirit Guardian Edition 01,Bubblegum Violence,Grand Master,Harlequin Tonic,Lolita Jam,Dog Play,Burst Orange,Zero Soul,Clan,Epic,Common,Clan,Rare,Common,Common,true
6887,0x9b2bEfdF2e42d1C961b48Ffb6f65F650E532fa7B,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6888,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6889,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Saphire Star,Dog Play,Ice Light,Self Aura,Common,Common,Common,Common,Epic,Rare,Uncommon,true
6890,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Aura,Dog Play,Royal Gem,Zero Soul,Common,Common,Common,Common,Common,Epic,Common,true
6891,0xF618E8802e67214643495c54d6e3E401a600D2a1,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6892,0xa37318D04EaeA8A410C79bD93cc8AED8B3E3ECCF,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6893,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dog Play,Dusty Orange,Try Soul,Common,Rare,Common,Common,Clan,Epic,Uncommon,true
6894,0x8301BaAa2D0fD53E5286c04F56706B94D75F33E7,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Elite,Dog Play,Sky Rise,Try Soul,Common,Common,Common,Common,Uncommon,Uncommon,Common,true
6895,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Dark Side,Blue Blaze,Dog Play,Crimson,Self Aura,Common,Uncommon,Common,Common,Common,Uncommon,Common,true
6896,0x61759FB5255532F8f977d0a51B7037651bECac74,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Astral,Dog Play,Scared Forest,Zero Soul,Uncommon,Common,Rare,Epic,Common,Uncommon,Rare,true
6897,0xFf1e7E242FE8Eb35bf7Ab827a71e15160cf92DbB,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Lolita Jam,Dog Play,Ice Light,Try Soul,Clan,Common,Common,Uncommon,Common,Epic,Uncommon,true
6898,0x57Ee4f49BE6A7366dE94b0114161220E2C4d0545,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6899,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6900,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6901,0xD462062096f3299C72F3Bdd9d53410B60Fc23407,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Blue Blaze,Dog Play,Dusk,Self Aura,Uncommon,Common,Common,Rare,Common,Common,Epic,true
6902,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Elite,Dog Play,Scared Forest,Zero Soul,Uncommon,Common,Common,Uncommon,Rare,Epic,Rare,true
6903,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Ruby Cherry,Dragon Roar,Sun Up,Self Aura,Uncommon,Common,Epic,Clan,Uncommon,Common,Epic,true
6904,0x2D17E2E63764181a35E1C4BFbE1E03F3aA29C8db,Spirit Guardian Edition 01,Bubblegum Violence,Master,Harlequin Tonic,Saphire Star,Dog Play,Fuchsia Mix,Zero Soul,Common,Uncommon,Uncommon,Rare,Epic,Uncommon,Common,true
6905,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Blue Blaze,Dog Play,Dusk,Self Aura,Epic,Common,Common,Common,Common,Uncommon,Common,true
6906,0x3FA1200b6b80260452657494c6bD05140583E7FD,Spirit Guardian Edition 01,Emerald Hand,Master,Elegance,Gem Stone,Dog Play,Royal Gem,Try Soul,Common,Rare,Common,Rare,Common,Rare,Uncommon,true
6907,0xc8B51ed85f0e66220c372cde67c06D95Dd0b25Df,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Lolita Jam,Dog Play,Dull Blue,Zero Soul,Common,Uncommon,Uncommon,Rare,Common,Clan,Common,true
6908,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6909,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6910,0x97169839c817DD38382B497D1552a7e61b33D995,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Sun Spots,Dog Play,Dusk,Try Soul,Rare,Common,Uncommon,Uncommon,Uncommon,Common,Common,true
6911,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Yultide Up,Dog Play,Lite Lime,Zero Soul,Common,Rare,Common,Uncommon,Rare,Common,Common,true
6912,0xAcf4e2221E19493CF9A64DcA6A00a02549d1EDC8,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Aura,Dragon Roar,Solar,Zero Soul,Uncommon,Common,Uncommon,Common,Uncommon,Common,Common,true
6913,0x29274e82E47aA5f63452cB4A66eddD4b7B953308,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Dusk,Dog Play,Dusk,Zero Soul,Common,Uncommon,Rare,Rare,Rare,Uncommon,Common,true
6914,0xC655Cb265fC994D6Bcd8ffBbEF95bD1DFF13b4A4,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6915,0x3a3f3C09A14828af61D87D3eFadA5042BB9581F4,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Saphire Star,Dragon Roar,Sky View,Self Aura,Common,Uncommon,Rare,Rare,Rare,Common,Epic,true
6916,0x39d6CF019DBB66E25dd53bF20e81b49DfDfec872,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Blue Blaze,Dog Play,Dusk,Try Soul,Uncommon,Rare,Clan,Epic,Rare,Epic,Common,true
6917,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Elite,Dog Play,Royal Gem,Try Soul,Epic,Uncommon,Common,Rare,Common,Common,Common,true
6918,0xe41F4f936C30260308d3F98DF4667F3067a19ba9,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6919,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Tumblers Mule,Lolita Jam,Dog Play,Mint Teal,Try Soul,Common,Common,Common,Uncommon,Uncommon,Common,Common,true
6920,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elegance,Aura,Dragon Roar,Soul Yellow,Self Aura,Common,Common,Common,Rare,Uncommon,Uncommon,Common,true
6921,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Blue Blaze,Dragon Roar,Dusty Orange,Self Aura,Uncommon,Uncommon,Common,Epic,Common,Uncommon,Common,true
6922,0xB01f908C9dF5D3e82Bc99D0D7B0E736F7f87903f,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Dusk,Dog Play,Noon Sun,Self Aura,Uncommon,Uncommon,Common,Clan,Epic,Uncommon,Common,true
6923,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dog Play,Sky Rise,Try Soul,Uncommon,Common,Epic,Clan,Uncommon,Uncommon,Rare,true
6924,0xc5ea9cE7DCE9aec7E4ED71348C2dFeEE9faeE08a,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6925,0x1A18e2Eb5D13cdABc5b4A54D9ed4930C20564925,Spirit Guardian Edition 01,Bubblegum Violence,Master,Tumblers Mule,Yultide Up,Dog Play,Ice Light,Try Soul,Common,Rare,Uncommon,Rare,Common,Epic,Rare,true
6926,0x1A174fB468E8001cad1752C454CB3D20fD03B471,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Blue Blaze,Dog Play,Dusk,Zero Soul,Epic,Common,Common,Common,Common,Uncommon,Common,true
6927,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6928,0x35D65B520981f67b1608874280db31c56eE9Bbc6,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dragon Roar,Lite Lime,Zero Soul,Common,Uncommon,Common,Uncommon,Common,Rare,Uncommon,true
6929,0x82DCfD59be5853ae414e86efA103e266a3654789,Spirit Guardian Edition 01,Grimbone,Master,Dark Side,Sun Spots,Dog Play,Hazy Blaze,Try Soul,Rare,Common,Rare,Common,Common,Uncommon,Common,true
6930,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Astral,Dog Play,Sky Rise,Zero Soul,Common,Common,Uncommon,Epic,Epic,Rare,Uncommon,true
6931,0xB45BeC6B10831C3a06238F37665Dda9A59f98427,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6932,0xF7642D90d0C0b2985f5F81Bf8DA52b32205FBA64,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Aura,Dog Play,Royal Gem,Try Soul,Uncommon,Common,Uncommon,Common,Clan,Common,Common,true
6933,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Spirit Guardian Edition 01,Bubblegum Violence,Grand Master,Mime Burst,Lolita Jam,Dog Play,Sun Up,Zero Soul,Common,Common,Uncommon,Uncommon,Epic,Uncommon,Common,true
6934,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6935,0x13fFA542D3581d0c6254c7e71467B41c8C5cC8D2,Spirit Guardian Edition 01,Bubblegum Violence,Grand Master,Mime Burst,Lolita Jam,Dog Play,Sky View,Zero Soul,Uncommon,Uncommon,Uncommon,Common,Common,Epic,Uncommon,true
6936,0x4C4ef6A4E4EB8bc8f3A0Ccc0FC2475962C8FfAFe,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Aura,Dog Play,Emerald,Zero Soul,Epic,Uncommon,Common,Common,Uncommon,Rare,Rare,true
6937,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6938,0x82DCfD59be5853ae414e86efA103e266a3654789,Spirit Guardian Edition 01,Bubblegum Violence,Master,Tumblers Mule,Aquamarine Chill,Dog Play,Sky View,Self Aura,Common,Clan,Epic,Common,Rare,Uncommon,Common,true
6939,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6940,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6941,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Blue Blaze,Dog Play,Dirty Yellow,Zero Soul,Clan,Common,Uncommon,Epic,Common,Common,Epic,true
6942,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Spirit Guardian Edition 01,Emerald Hand,Officer,Emerald Palace,Astral,Dog Play,Royal Gem,Try Soul,Common,Common,Common,Common,Common,Common,Common,true
6943,0x257D8f2916573C587e66b6B00729341c3A92ff0c,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Sun Spots,Dog Play,Dirty Yellow,Try Soul,Rare,Epic,Common,Rare,Uncommon,Rare,Clan,true
6944,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6945,0xf02304ED10b0A697B4f502abAA984d04e719CD14,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Aura,Dragon Roar,Scared Forest,Try Soul,Uncommon,Rare,Uncommon,Common,Common,Epic,Common,true
6946,0x23B7096BfBb128Ffb4bABA84ab1e9642F21Ecdd9,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Sun Spots,Dog Play,Dusty Orange,Try Soul,Epic,Common,Common,Common,Uncommon,Common,Clan,true
6947,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Lolita Jam,Dog Play,Dull Blue,Zero Soul,Common,Common,Rare,Common,Rare,Common,Rare,true
6948,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dragon Roar,Solar,Try Soul,Epic,Common,Uncommon,Common,Uncommon,Rare,Common,true
6949,0x3E35a9dd3CcF8Ef30Db61045540748A416F4B3ae,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6950,0x9EBf667B28cD528e25dee660Ac97e5B5ff47B17a,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Saphire Star,Dog Play,Ice Light,Self Aura,Common,Rare,Uncommon,Common,Clan,Common,Uncommon,true
6951,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Dusk,Dog Play,Aura Green,Self Aura,Uncommon,Uncommon,Common,Common,Rare,Clan,Rare,true
6952,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Dusk,Dog Play,Magic Hour,Try Soul,Rare,Common,Common,Uncommon,Common,Uncommon,Uncommon,true
6953,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Lolita Jam,Dragon Roar,Sun Up,Zero Soul,Rare,Uncommon,Uncommon,Common,Common,Common,Common,true
6954,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6955,0xa93aC763fba94bF48d69F50f5343c6d51bF8e25C,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dragon Roar,Emerald,Try Soul,Clan,Common,Uncommon,Uncommon,Rare,Uncommon,Common,true
6956,0x29274e82E47aA5f63452cB4A66eddD4b7B953308,Spirit Guardian Edition 01,Bubblegum Violence,Master,Harlequin Tonic,Yultide Up,Dragon Roar,Sky View,Zero Soul,Rare,Common,Uncommon,Epic,Common,Common,Common,true
6957,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dog Play,Aura Green,Zero Soul,Epic,Uncommon,Uncommon,Uncommon,Common,Clan,Uncommon,true
6958,0xbc311491524d82456544864c00C31B3b0f558440,Spirit Guardian Edition 01,Bubblegum Violence,Grand Master,Harlequin Tonic,Lolita Jam,Dragon Roar,Burst Orange,Self Aura,Common,Uncommon,Uncommon,Common,Rare,Common,Common,true
6959,0x15bF2a7d4ABBA3F77ACE046329B3B879009248B1,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Sun Spots,Dog Play,Aura Green,Zero Soul,Common,Uncommon,Common,Uncommon,Uncommon,Common,Uncommon,true
6960,0x4FD48285A3ed0AD19da4b8ca7fB3e4e06BCc6fB0,Spirit Guardian Edition 01,Emerald Hand,Master,Emerald Palace,Astral,Dog Play,Scared Forest,Zero Soul,Epic,Epic,Common,Common,Uncommon,Epic,Common,true
6961,0x99899809997592422780743Ff5A570B57d223251,Spirit Guardian Edition 01,Bubblegum Violence,Master,Harlequin Tonic,Saphire Star,Dog Play,Lite Lime,Zero Soul,Uncommon,Rare,Common,Epic,Common,Common,Common,true
6962,0x1511dc13dB97A98222Ebb23a90502f1CC9A22492,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6963,0xF326A3eB0FC3cD6649c9e29A06F4F48D49230210,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Dusk,Dog Play,Dusk,Try Soul,Rare,Common,Common,Epic,Common,Uncommon,Uncommon,true
6964,0xFf1e7E242FE8Eb35bf7Ab827a71e15160cf92DbB,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Dusk,Dog Play,Aura Green,Try Soul,Common,Common,Common,Uncommon,Clan,Common,Uncommon,true
6965,0xf4730ef39874124B6FEdB558B8b8ef1Cf9219F43,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Ruby Cherry,Dragon Roar,Dull Blue,Zero Soul,Epic,Common,Common,Common,Uncommon,Common,Uncommon,true
6966,0x1112862E75A58d5b50cD97f036318fa50E5000Bb,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Prism,Dog Play,Burst Blue,Try Soul,Uncommon,Uncommon,Rare,Epic,Common,Uncommon,Common,true
6967,0x1882480865aBBE53Fd88973C8f79D9DE57102E33,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Aura,Dog Play,Sky Rise,Try Soul,Uncommon,Common,Common,Uncommon,Rare,Rare,Common,true
6968,0xf6E2fd186c3367Ba54c36d7FB8030C3De93E769C,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Lolita Jam,Dog Play,Lite Lime,Zero Soul,Epic,Uncommon,Common,Rare,Uncommon,Common,Common,true
6969,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Blue Blaze,Dragon Roar,Dusk,Self Aura,Common,Common,Uncommon,Uncommon,Rare,Common,Common,true
6970,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Aquamarine Chill,Dog Play,Burst Orange,Zero Soul,Uncommon,Epic,Uncommon,Epic,Common,Common,Rare,true
6971,0xD4327049fFaAaf02b5Ee2DaEC02CC7247d9c66cf,Spirit Guardian Edition 01,Emerald Hand,Officer,Elite Corps,Prism,Dog Play,Scared Forest,Try Soul,Common,Uncommon,Common,Uncommon,Clan,Epic,Common,true
6972,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dog Play,Aura Green,Try Soul,Epic,Common,Epic,Rare,Common,Common,Epic,true
6973,0x4FD48285A3ed0AD19da4b8ca7fB3e4e06BCc6fB0,Spirit Guardian Edition 01,Emerald Hand,Officer,Elegance,Aura,Dragon Roar,Royal Gem,Try Soul,Common,Common,Rare,Common,Rare,Common,Clan,true
6974,0x46F9336396a74150015F4F848d7a431f36D96d0F,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6975,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Sun Spots,Dragon Roar,Crimson,Zero Soul,Rare,Rare,Clan,Common,Clan,Epic,Common,true
6976,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Mime Burst,Aquamarine Chill,Dog Play,Ice Light,Try Soul,Common,Common,Uncommon,Clan,Uncommon,Rare,Uncommon,true
6977,0xCC173100C4027BEB6F241C8A181A1296bAc4C062,Spirit Guardian Edition 01,Grimbone,Grand Master,Sun Rise,Faded,Dog Play,Magic Hour,Zero Soul,Common,Common,Common,Uncommon,Uncommon,Epic,Uncommon,true
6978,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6979,0xD29BE4885E53BB300a2fdcC6B4793AEb3ef90da2,Spirit Guardian Edition 01,Grimbone,Officer,Dark Side,Blue Blaze,Dog Play,Dusty Orange,Try Soul,Rare,Common,Uncommon,Common,Common,Common,Common,true
6980,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6981,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Elite,Dog Play,Royal Gem,Zero Soul,Uncommon,Common,Common,Common,Uncommon,Common,Common,true
6982,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Dark Side,Sun Spots,Dog Play,Dusk,Self Aura,Uncommon,Common,Uncommon,Uncommon,Epic,Common,Rare,true
6983,0xC5b1C80B4768c1fC0cd5013438Cbd4D26a8f2403,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Gem Stone,Dog Play,Royal Gem,Try Soul,Rare,Rare,Common,Common,Common,Common,Common,true
6984,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Lolita Jam,Dog Play,Dull Blue,Zero Soul,Epic,Uncommon,Common,Rare,Uncommon,Common,Rare,true
6985,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Dusk,Dog Play,Magic Hour,Zero Soul,Common,Common,Common,Uncommon,Common,Epic,Uncommon,true
6986,0xcC1efAe332Ce70c01748AB47d76e0E56a2c5310C,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Lolita Jam,Dog Play,Burst Orange,Try Soul,Common,Common,Epic,Uncommon,Epic,Clan,Rare,true
6987,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6988,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6989,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
6990,0xD185C0770fB1C4E78bDAF195743300F905A94DbE,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Astral,Dog Play,Scared Forest,Try Soul,Uncommon,Epic,Common,Common,Rare,Common,Epic,true
6991,0x78c7EcA3286038E98C4706518E7f65e4622CA61d,Spirit Guardian Edition 01,Grimbone,Runner,Dark Side,Dusk,Dog Play,Hazy Blaze,Try Soul,Rare,Uncommon,Rare,Common,Rare,Uncommon,Epic,true
6992,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Mime Burst,Saphire Star,Dragon Roar,Sky View,Try Soul,Common,Common,Rare,Uncommon,Epic,Uncommon,Common,true
6993,0x29274e82E47aA5f63452cB4A66eddD4b7B953308,Spirit Guardian Edition 01,Emerald Hand,Officer,Emerald Palace,Astral,Dog Play,Royal Gem,Try Soul,Uncommon,Common,Uncommon,Uncommon,Uncommon,Rare,Uncommon,true
6994,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
6995,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Yultide Up,Dragon Roar,Lite Lime,Try Soul,Uncommon,Epic,Common,Rare,Common,Epic,Common,true
6996,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6997,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
6998,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Mime Burst,Lolita Jam,Dog Play,Sky View,Zero Soul,Uncommon,Rare,Uncommon,Common,Rare,Rare,Uncommon,true
6999,0x2eEe098c5D82bcAd99eA6B22643290c8933BF20f,Spirit Guardian Edition 01,Grimbone,Grand Master,Sun Rise,Dusk,Dog Play,Dusk,Try Soul,Uncommon,Epic,Common,Common,Epic,Epic,Common,true
7000,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Dusk,Dog Play,Aura Green,Zero Soul,Rare,Uncommon,Uncommon,Rare,Epic,Common,Common,true
7001,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Aquamarine Chill,Dog Play,Sky View,Try Soul,Rare,Uncommon,Uncommon,Common,Rare,Uncommon,Common,true
7002,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
7003,0x0058B186b107CDd72a6aEE995295F2347a363f28,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Yultide Up,Dog Play,Lite Lime,Zero Soul,Common,Common,Uncommon,Clan,Common,Epic,Common,true
7004,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dog Play,Solar,Try Soul,Rare,Common,Common,Clan,Uncommon,Uncommon,Rare,true
7005,0x56BBDa4DD3258b87E07f86c7a234C908b8Ddcf0e,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Dusk,Dog Play,Dusty Orange,Zero Soul,Common,Common,Common,Epic,Common,Epic,Common,true
