Token ID,Owner Address,Attribute egg type,Attribute background,Attribute leaf,Attribute ear,Attribute fur,Attribute mouth,Attribute eye,Attribute hair,Attribute head accessory,Attribute hand accessory,Attribute foreground,Attribute hatched egg,Attribute eyebrows,Attribute face accessory,Attribute eye sparkle,Attribute clothing,Attribute left arm,Attribute right arm,Attribute 1 of 1
4337,0xd5D1Eff35ad417726d54A00F0d157fF359D21BBb,,Purple,Green,Sad,Light Moca,Disgust,Determined,Moca,Straw Hat,,,Common,,,Sparkles,Yellow Blanket,,,
4338,0x89187917BeFa247Db6B91eFe1FB3523801b890d4,,Dark Grey,Green,Tired,Light Brown,Drool,Bored,,Lemon Head,Dango,Heavy Snow,Lucky,,,Dot,,,,
4339,0x96E17358B540961Be03Da528175bf229EaD395Dd,,Yellow,Pink,Normal,Heavy Moca,Drool,Frown,Moca,,,,Common,,,,Samurai,,,
4340,0x63b069cbf322040c12E540F3941fD0b6f85F83e7,,Dark Grey,Yellow,Tired,Light Moca,Tongue out,Crying,Moca,Jiangshi,,,Lucky,Surprised,,Sparkles,,,,
4341,0x4953fB81d0a1bFf4fb6d204A9A94401F5A77A392,,Dark Blue,Rainbow,Normal,Rainbow,Smile,Crying,Rainbow,,Mushroom,,Lucky,Angry,Sunglasses,Sparkles,,,,
4342,0xCbfbee75931903C1B03363B08b30B646B29D452E,,Teal Sparkles,Gold,Sad,Gold,Open Smile,Frown,Gold,,Bananagasm,,Divine,,Monocle,,,,Finger,
4343,0x98fdDd5bAd34cd3009a6092D3d4f2F029de8ABbc,,Grey,Purple,Tired,Light Grey,Devious,Determined,Grey,,Fish,,Lucky,,,Dot,Green Overalls,Finger,,
4344,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,,Ronin Aurora,Yellow,Excited,Heavy Brown,Smile,Bored,Brown,Pirate Bandana,,,Common,Sad,,,Jiangshi,,,
4345,0xffe3e5147929B8B9b129489463381DcE6626EB05,,Light Grey,Rainbow,Normal,Rainbow,Surprised,Crying,Rainbow,,,,Divine,,White Round Glasses,Sparkles,,,Peace Sign,
4346,0xc71ba3bB0EEc3c5A255FB3BCC7f0bfb1d6F29D64,,Green,Blue,Normal,Light Yellow,Scared,Shocked,Yellow,Tie Dye Headband,,Sakura,Common,Surprised,,,,,,
4347,0x4E06d3AF3F18a404414D929042E7D3BBE915DB37,,Dark Fog,Green,Sad,Light Dark,Scared,Bored,Dark,Fish Bone,Onigiri,Light Snow,Common,Bushy,,,,,,
4348,0xEF7857975D07Ec7e18AF124e4B57CF511bb7892f,,Dark Blue,Purple,Tired,Heavy Grey,Tongue out,Determined,Grey,Tan Explorer Hat,Pillow,Rain,Common,,,Sparkles,Pink Overalls,Finger,,
4349,0x1c82E59C97FaeF5EbfB3997E34157e14d0A0a7D3,,Light Pink,Green,Normal,Light Moca,Yell,Frown,Blue Ponytail,,Buff Moki,,Lucky,Angry,,,Blue Overalls,Peace Sign,,
4350,0x193bc393D2262E96f99d9977e146982bcb2de0c2,,Red,Gold,Sad,Gold,Chubby,Bored,Gold,,,Rain,Divine,,,,Corn Onesie,,,
4351,0x7ca78246aB75B2fDe8E4BfED2fd9bdc8Bb7BC8dC,Common,,,,,,,,,,,,,,,,,,
4352,0xc40A4FD56F58474EbaC20432312aEB24B5Ce7C5F,,Purple,Red,Normal,Light Dark,Teeth Smile,Excited,Dark,Maid Headband,Chef Knife,Rain,Common,,,,Maid Apron,,,
4353,0x180daeE13F236e6990a901f6B29B503478986B8e,Divine,,,,,,,,,,,,,,,,,,
4354,0x355197e0A091B0Fc38d979F86891028016cF4c2a,,Blue,Yellow,Excited,Heavy Yellow,Sad,Bored,,Golden Egg,Fried Chicken,Spirits,Common,,,,Golden Egg,Peace Sign,,
4355,0x05dCCb6e36C7Ed8d7a0e208286F804947a4bEcEf,,Light Pink,Green,Tired,Heavy Moca,Surprised,Tired,Moca,Blue Headband,Purple Cyberpunk Katana,Sakura,Common,Angry,,,,,,
4356,0x2Fc1FA4388823F48a625483ac340e3a4E287e839,,Light Pink,Rainbow,Normal,Rainbow,Smile,Round,Rainbow,,,,Divine,,,Heart,,,Finger,
4357,0x088771a64D950229020D91513A071F3429944261,,Light Pink,Red,,Heavy Brown,Passive,Happy,Brown,,,Particles,Common,,,,Green Sleeveless,,Finger,
4358,0xE22Bca3741ACCB8852dA6Df4033eFbD60F225b62,,Grey,Rainbow,Normal,Rainbow,Hmph,Frown,Rainbow,,,,Lucky,,,,Mom Tattoo,,Finger,
4359,0x0c80bfE2966A477464408e1f6f81Ed587E79D3dD,,Light Yellow,Red,Excited,Light Yellow,Tongue out,Tired,,Blue Bunny Headband,,,Common,,Monocle,,School Uniform,,,
4360,0x6b552Df355629Ea629448241224E9aD541023502,,Purple,Rainbow,Normal,Rainbow,Hmph,Determined,,White Bunny Headband,Blue Wagasa,Light Snow,Common,,,Sparkles,Red Thin Scarf,Peace Sign,,
4361,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,,Ronin Moon,Red,Normal,Light Moca,Teeth Smile,Determined,Moca,Heart Glasses,Coffee,Fog,Common,,,Sparkles,Red Thin Scarf,Peace Sign,,
4362,0x8dD5884B332e1Ee405D0cd90fc424B2fE3D61bF6,,Light Pink,Rainbow,Normal,Rainbow,Smile,Determined,Rainbow,,Black Katana,,Common,,,Sparkles,Teal Hoodie,,,
4363,0x295fBaDa2a1fbf7aA4A6d2C8a395a56A448afA63,,Dark Green,Blue,Normal,Heavy Yellow,Teeth Smile,Crying,Yellow,Ronin,Ketchup Knife,Fog,Common,Sus,Blush,Sparkles,Ronin,,,
4364,0x8a0201e084a56Dd57E8BDDf075dBe6A6995c1e9A,,Grey,Yellow,Tired,Heavy Moca,Sad,Determined,Moca,TMA Tesla Visor,Blue Cyberpunk Katana,,Lucky,,Blush,Sparkles,,,,
4365,0x11cc6F940E8cfECbe2d23C42a62E6a8783311f11,,Purple Sparkles,Purple,Normal,Light Brown,Hmph,Happy,Brown,,Steamed Bun,Sakura,Common,,Bubblegum Round Glasses,,,,,
4366,0x0263b570BEb0a4E8d5285d23d662aFf5420da39E,,Teal,Yellow,Normal,Heavy Grey,Smile,Determined,Grey,Large Straw Hat,,,Common,,,Dot,Straw Kimono,,,
4367,0x8dD5884B332e1Ee405D0cd90fc424B2fE3D61bF6,,Purple,Rainbow,Normal,Rainbow,Scared,Determined,Rainbow,,,,Divine,,Blush,Dot,,Peace Sign,,
4368,0xDaC013bF47B88694Dae1C1715A4cD01a1f0f0305,,Grey Sparkles,Green,Sad,Light Brown,Devious,Bored,Brown,Maid Headband,,,Common,,,,Maid Apron,,,
4369,0xF9890a282d060A9FDE16F11e8BaC33F0a57376e5,,Light Blue,Blue,Excited,Light Brown,Sad,Tired,Brown,Tie Dye Headband,Toilet Plunger,,Common,,,,Casual Kimono,,,
4370,0x278d26Abf4C826E53eadC8F4D9123e3Db5059d04,,Light Pink,Gold,Sad,Gold,Yell,Crying,Gold,Pink Snapback,Mushroom,,Lucky,,,Watery,Purple Hoodie,,,
4371,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,,Dark Grey,Yellow,Normal,Heavy Dark,Passive,Round,Dark,,Doodle Book,,Common,Bushy,Yellow Aviator,Big Sparkles,Red Bandana,,Peace Sign,
4372,0x117e7476084c9fFec3c3C72b36b434B951Ec028E,,Green,Pink,Tired,Light Moca,Scared,Determined,Moca,,,,Lucky,,Purple Round Glasses,Sparkles,Red Bandana,Finger,,
4373,0x8dD5884B332e1Ee405D0cd90fc424B2fE3D61bF6,,Dark Blue,Yellow,Tired,Light Dark,Chubby,Crying,Dark,,Sake Cup,,Common,Sad,Yellow Aviator,Big Sparkles,,,,
4374,0xB037A0C29032B23704CC51644ba10Fded9dE23ed,,Light Blue,Blue,Tired,Light Yellow,Smile,Determined,Yellow,,Baguette,,Common,,Teeth,Sparkles,School Uniform,,,
4375,0xd9D088405CD2f91ac85C94D3Bb86008B8B349305,,Red,Pink,Sad,Heavy Brown,Sad,Frown,Brown,Fish Bone,Chocolate,Spirits,Lucky,Pointy,,,Jiangshi,,,
4376,0x4f9196c6b318DE0D067101087dCd730e1f96D021,,Purple,Yellow,Sad,Light Grey,Devious,Crying,Grey,Red Headband,Pipe,Fog,Common,Angry,,Watery,,Peace Sign,,
4377,0xB8ee2CdE5Ba1Cc8f3193748b12510691B259c7E9,,Dark Green,Onyx,Excited,Heavy Yellow,Devious,Round,Yellow,Black Head Band,Blue Cyberpunk Katana,,Common,Angry,Cucumber,Big Sparkles,Blue Bunny Bag,,,
4378,0xBa9d9aBe477dc6370b02a4836a14d30405F1447C,,Light Green,Onyx,Excited,Light Grey,Tongue out,Relaxed,Grey,Smiley Mask,Capirinha,,Common,,,,,,,
4379,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Red,Blue,Normal,Heavy Brown,Hmph,Determined,Brown,Moki Cap,Black Katana,,Common,,,Sparkles,Red Bowtie,,,
4380,0xF255bFD88E3974E0a67cB9312666D3cd2DA7B9Df,,Grey,Red,Tired,Light Moca,Drool,Round,Moca,Tie Dye Headband,Black Sensu,Light Snow,Common,Sus,,Sparkles,Blue Bowtie,,,
4381,0x1f4C6e041DD84f4FB7653344e5a49c1d73FbA990,,Gallery Grey,Pink,Tired,Heavy Moca,Open Smile,Happy,Moca,Blue Chef Wrap,Halo Halo,Sakura,Lucky,,,,Pink Duck Floatie,,,
4382,0x5CdA85e7ed62555813b968C5CC65F6c77Eaf7de5,,Light Grey,Green,Excited,Light Dark,Yell,Round,Dark,Fish Bone,Coconut,,Lucky,,,Watery,,,,
4383,0xa7132bF4fD3b2b525DC8182E5a2bb6aAbCA50C28,,Light Blue,Rainbow,Normal,Rainbow,Devious,Crying,Rainbow,,Capirinha,,Divine,,Blue Pacifier,Watery,,Peace Sign,,
4384,0xd9D088405CD2f91ac85C94D3Bb86008B8B349305,,Light Green,Onyx,Sad,Heavy Brown,Yell,Crying,Brown,Pastel Bucket Hat,Strawberry Milk,,Lucky,,,Sparkles,Purple Hoodie,,,
4385,0x481508f42519F75Eb1787C4878B5B3e45a5d531a,,Dark Blue,Red,Normal,Light Yellow,Smile,Bored,Yellow,Ice Pack,,,Common,Surprised,,,Pink Top,,Peace Sign,
4386,0xe9A47A8D0b741C7C61D49631E8cd1AF42eE9bcdf,,Light Yellow,Pink,Excited,Light Brown,Sad,Tired,Brown,Jiangshi,Ratz Ballz,Heavy Snow,Common,,,,Vest,,,
4387,0x46C6685f86DC7A9fD220575A0eF626ae11514eb7,,Teal,Purple,Excited,Heavy Brown,Sad,Frown,Brown,Star Glasses,Black Controller,Particles,Common,,,,,,,
4388,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,Lucky,,,,,,,,,,,,,,,,,,
4389,0x4c4B3ff7B2339DC0417d5f77a3B1810A321CA3a4,,Green,Yellow,Excited,Heavy Dark,Smile,Crying,Dark,Red Headband,White Controller,Fog,Lucky,,Monocle,Watery,,,,
4390,0xFcA87E7D209C6ebbeBe95e5AF78552b18e873069,,Light Blue,Rainbow,Normal,Rainbow,Tongue out,Round,Rainbow,,,,Divine,,Blush,Watery,Blue Overalls,,Peace Sign,
4391,0x796B075FC3bC7955eDD909BFC2965332904ac138,,Teal,Teal,Tired,Heavy Yellow,Drool,Round,Yellow,Smiley Mask,,,Common,Sus,Eye Bags,Sparkles,Teal Hoodie,,,
4392,0xbE989748566aCE7D0ceA4642b5461000B97C3678,,Teal,White,Excited,Heavy Dark,Open Smile,Frown,Dark,,Gold Origami,,Lucky,,,,Pink Bag,,,
4393,0xF6dc8a99DA31E8cA96A53752fA1D98aB73EEA164,Lucky,,,,,,,,,,,,,,,,,,
4394,0xb3eb9435Ea890c955e2D49BB0bD77f0ed5CdFAC7,,Teal Sparkles,Red,Normal,Heavy Yellow,Passive,Determined,Yellow,Towel,Arm Sling,Particles,Lucky,,Scar,Sparkles,Towel,,,
4395,0x0353923b9b6486b0516c212bAEFe30AcD3DadD71,,Purple Sparkles,Red,,Heavy Yellow,Smile,Crying,Yellow,,Bia Hoi,,Lucky,,,Sparkles,White Sheep Onesie,,,
4396,0xF255bFD88E3974E0a67cB9312666D3cd2DA7B9Df,,Light Pink,Green,Normal,Light Brown,Surprised,Frown,Brown,,,,Common,,Black Aviator,,Teal Thin Scarf,,Peace Sign,
4397,0x2e15Ee8a2Ad2444bE7946322083680eBa8af904d,,Dark Blue,Blue,,Light Brown,Tongue out,Excited,Brown,,BabyKong Plushie,,Common,Sus,,,Cow Onesie,,,
4398,0x3CeF62CA389B0A5bc2E2Ee184FC92D05a18B3B22,,Blue,Pink,,Light Moca,Scared,Crying,Moca,,Blue Katana,,Common,Sus,,Heart,Purple Sleeveless,,,
4399,0xFb8aa50e6A9d765D0C68D0AC0e766fF45FaB905c,,Purple Sparkles,Green,Excited,Light Brown,Yell,Shocked,Brown,,Purple Cyberpunk Katana,,Lucky,Angry,Rainbow Shades,,Teal Hoodie,,,
4400,0xB2F51cD30b4cA765C268A5BBBA51Fb87854cb2e4,,Light Green,Green,Sad,Light Moca,Passive,Crying,Moca,Toilet Paper,Capirinha,Rain,Common,,Scar,Watery,Toilet Paper,,,
4401,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Purple Sparkles,Purple,,Heavy Moca,Sad,Shocked,Moca,,,Particles,Lucky,Sus,,,Tiger Onesie,,,
4402,0x6f431cc12C94D3Bce9E1F6B5009422dcc3489100,,Blue,Green,Excited,Heavy Brown,Drool,Determined,Brown,,,,Lucky,,,Sparkles,Bubblegum Violence,Peace Sign,,
4403,0x1e4a7e0889318aF3B6103bFf265037cb017ccB28,,Blue,Blue,Normal,Light Brown,Chubby,Crying,,Pink Bunny Headband,Fried Chicken,,Common,,,Sparkles,Purple Hoodie,,,
4404,0x932853670631937FE3588576FB4aFA7338CED163,,Light Grey,Gold,Normal,Gold,Chubby,Crying,Gold,Red Headband,Matcha Boba,,Divine,,,Heart,Blue Bandana,,,
4405,0x97B9f228AA80838Bc1E2cA69d5D8e20D6bbf4861,Common,,,,,,,,,,,,,,,,,,
4406,0x94863B011C9b619263469A90ed8D4a4231fF5FFF,,Red,Green,Excited,Heavy Yellow,Drool,Tired,Yellow,Star Glasses,Bowl of Eggs,Heavy Snow,Common,,Blush,,Teal Hoodie,,,
4407,0x92228FFb485Fe39E5479837E0697829504527Fdf,,Teal,Green,Normal,Light Brown,Tongue out,Bored,Brown,Pink Kanzashi,Doodle Book,,Common,Sus,,,Red Thin Scarf,,Finger,
4408,0x3e475562265208292a76a614462946B6A6C4f038,Common,,,,,,,,,,,,,,,,,,
4409,0xFaa0496331a8E84eD21b4b097c4e981f5DC041d9,,Red,Teal,Excited,Light Brown,Surprised,Bored,Brown,Blue Nightcap,Eggplant,Rain,Lucky,Surprised,,,Teal Hoodie,,,
4410,0xF255bFD88E3974E0a67cB9312666D3cd2DA7B9Df,,Red,Yellow,Normal,Heavy Brown,Sad,Bored,Brown,,White Controller,,Common,Angry,Eye Bags,,,,,
4411,0x4F9d5854126131Dc92F959acEbf7a98286138c43,,Blue,Gold,Excited,Gold,Open Smile,Shocked,Gold,,Yakitori,,Lucky,,Clown Paint,,Yellow Artist Apron,,,
4412,0xe821C24C79A31cF42Bcc4E3Cb92Cbf0C2E6DF6cf,,Pink,Green,Excited,Light Grey,Disgust,Round,Grey,Pink Snapback,Moki Cards,Particles,Lucky,,,Heart,Pink Overalls,,,
4413,0x5ba528D957e034c4b71501Fb5f90F46Da5BedaDD,,Dark Green,Blue,Excited,Heavy Dark,Hmph,Determined,Dark,,Onigiri,Anime Zoom,Common,,,Sparkles,Bubblegum Violence,,,
4414,0x69644B8dC1b24231d7105dbf658B801926c9d121,Common,,,,,,,,,,,,,,,,,,
4415,0x54071fbc168088AAB4E48Fdfc84466912BB3D0F2,,Red,Teal,Sad,Light Yellow,Tongue out,Happy,Yellow,Banana Peel,Ice Coffee,Particles,Common,,,,Casual Kimono,,,
4416,0xF8632103B964083a47469CA5E1d254f8FD56E72A,,Spirit Blue,Spirit,Normal,Spirit,Chubby,Tired,,,Gold Origami,,Divine,,,,Ninja,,,
4417,0x79A9ce26337D449eB304220d65220ADb2a4AA69a,,Dark Grey,Purple,,Heavy Dark,Hmph,Tired,Dark,,,Rain,Common,Sus,,,Pig Onesie,,,
4418,0x79A9ce26337D449eB304220d65220ADb2a4AA69a,,Light Blue,Rainbow,Normal,Rainbow,Passive,Frown,Rainbow,Pastel Bucket Hat,Bronze coin,Sakura,Divine,,,,,,,
4419,0x69aA01f21C71A584fFbB7173DaF0149b22Ef31c4,,Light Green,Green,Sad,Heavy Brown,Yell,Round,Brown,Tie Dye Headband,Gold Beetle,,Lucky,Surprised,,Big Sparkles,,,Finger,
4420,0xC45FDEa03792F28cb6375CBCf1BE4C961D1e4841,,Dark Green,White,Normal,Heavy Grey,Tongue out,Happy,Grey,,White Controller,,Common,,,,Teal Hoodie,,,
4421,0xd4958122eF9D4F319c191fb257DF7670F4A1A2f0,Common,,,,,,,,,,,,,,,,,,
4422,0x508C5c992af91dBfA7C2F6f3C2286faE290bEf59,,Yellow,Red,Normal,Light Dark,Passive,Bored,,Big Bow,,,Common,,,Dot,Blue Overalls,,Peace Sign,
4423,0x79c56eCC14756532C0FA754e9a6F8B340FD5556B,,Light Yellow,Blue,Excited,Heavy Grey,Yell,Bored,Grey,,,Rain,Lucky,Angry,Blush,,Casual Kimono,,,
4424,0x57B132cAb3261e1C6aDCa1746FE7F5523792cA05,,Light Pink,White,Tired,Light Grey,Smile,Bored,Grey,Lemon hat,WF Short Katana,,Common,Bushy,Blush,,Vest,,,
4425,0xf9D810F5671ffCC7495A1cF5cBAa7B490Bdd0b98,,Red,Green,Tired,Light Brown,Gasp,Frown,Brown,Oni Mask,Balloons,,Lucky,,,Dot,,,,
4426,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Light Blue,Green,Excited,Heavy Dark,Drool,Crying,Pink Bob,,,,Common,Sus,,Watery,,,Finger,
4427,0x7Aa63FaDc2277E91aa9F2890E0A3F644354987C0,,Purple,Purple,Sad,Light Grey,Yell,Shocked,Grey,White Shades,Lit Lattern,,Common,,,,Purple Hoodie,,,
4428,0x75f119589D1ed65EffE909EE910a8200F04797d3,,Pink,Rainbow,Normal,Rainbow,Scared,Round,Rainbow,,Blue Kunai,,Lucky,,,Heart,Ninja,,,
4429,0xcc43aBc976544C34514bB41d1fce27cF91C7E486,,Pink,Gold,Tired,Gold,Disgust,Crying,Gold,Tomato Head,Red Katana,Anime Zoom,Divine,,,Watery,,,,
4430,0x8dD5884B332e1Ee405D0cd90fc424B2fE3D61bF6,,Dark Grey,Yellow,Normal,Heavy Brown,Yell,Tired,Brown,White Chef Wrap,Matcha Boba,,Common,Sus,Scar,,,Finger,,
4431,0xF255bFD88E3974E0a67cB9312666D3cd2DA7B9Df,,Purple Sparkles,Red,Normal,Light Moca,Smile,Determined,Moca,,Lit Lattern,,Common,,,Sparkles,Purple Hoodie,,,
4432,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Dark Grey,Green,Normal,Heavy Dark,Passive,Crying,Dark,,,,Lucky,,Blue Pacifier,Dot,Purple Hoodie,,,
4433,0xf561886501C3f3fd8d42F974b798b3f28BfF4Ebd,,Dark Green,Purple,Tired,Light Yellow,Teeth Smile,Round,Yellow,Jiangshi,Egg,,Common,Surprised,,Sparkles,Purple Hoodie,,,
4434,0xa619295121E81Cdba3e7494B735a4099B0df5b8c,,Yellow,Rainbow,Normal,Rainbow,Smile,Frown,Rainbow,Pink Headband,Toilet Paper,,Divine,Sus,Moustache,,Pink Top,,,
4435,0x57B132cAb3261e1C6aDCa1746FE7F5523792cA05,,Light Yellow,Red,Excited,Light Moca,Teeth Smile,Determined,Moca,Toilet Paper,Palette,,Lucky,,,Sparkles,Toilet Paper,,Peace Sign,
4436,0x46ad48776f8cF25c545BDB559f3D5d001172Ca4b,,Dark Grey,Onyx,Excited,Heavy Grey,Teeth Smile,Determined,Grey,Shiny Blue Glasses,Big Stick,Sakura,Lucky,,,Sparkles,Samurai,,,
4437,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,Divine,,,,,,,,,,,,,,,,,,
4438,0xDA81bE2d01A2AD0bBceA0f9b206B0a45Bc8581D2,,Shadow Blue,Shadow,Normal,Shadow,Smile,Frown,,Maid Headband,,,Divine,Sad,,,Maid Apron,Finger,Finger,
4439,0x2e31D3BB595f156B17b9923FCB2ebc6Ee0Faa097,,Dark Grey,Pink,Excited,Light Yellow,Surprised,Determined,Yellow,Towel,Black Katana,,Common,,Scar,Dot,Towel,,,
4440,0x52971D51e53e1E5C2e586e9AbC3125B4DF786377,,Colorful Grid,Green,Tired,Heavy Brown,Open Smile,Determined,Brown,Tengu Mask,Purple Cyberpunk Katana,,Lucky,,,Sparkles,,,,
4441,0xcC42D7aCA458c79e826570c277c37d4AC1B91874,,Light Green,Red,Tired,Heavy Brown,Open Smile,Round,Brown,Black Beret,Banana Parfait,Heavy Snow,Common,Sus,Monocle,Big Sparkles,,,,
4442,0xD87ddC75bfDA0585362C2FeaB12Eb774AaF2430d,,Light Yellow,Green,Normal,Light Brown,Surprised,Bored,,Pink Bunny Headband,,,Common,Sad,,,,Finger,Finger,
4443,0xE08d401F8E8BD3e7114A3a474779Bff9c19d2C84,Common,,,,,,,,,,,,,,,,,,
4444,0x6A627895793cA563A68aEDA9D1884B3521FB8B73,,Light Green,Green,Normal,Light Moca,Surprised,Tired,Moca,Apple Beret,,,Lucky,Sus,,,Yellow Duck Floatie,,Finger,
4445,0x2D1861A44F3bE70611f291752f98164D6D664f05,,Red,Rainbow,Normal,Rainbow,Scared,Bored,Rainbow,Pink Beret,Blue Kunai,,Lucky,Sad,,,Toilet Paper,,,
4446,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Grey,Blue,Normal,Heavy Dark,Disgust,Determined,,,Bananagasm,,Common,,,Sparkles,Red Bandana,,Peace Sign,
4447,0xc5a1C7A313C863Ba2Ac31d0DAa87300338870C5f,Divine,,,,,,,,,,,,,,,,,,
4448,0x0BfA37c4068a4ff44e338bf70d4b5E6a29ac2C32,,Pink,Pink,Normal,Heavy Yellow,Disgust,Determined,Yellow,Tie Dye Headband,Red Rose,,Lucky,,,Dot,Blue Bunny Bag,Finger,,
4449,0xcddCEf49882A62F2524b09c82684dFD75f51aEC4,,Light Grey,Rainbow,Normal,Rainbow,Tongue out,Tired,Rainbow,Banana Hat,Polaroid Camera,,Divine,,Blush,,Purple Hoodie,,,
4450,0x712C78fAAe3e97d43D106739CD2B057596CF4401,,Light Grey,White,Normal,Light Yellow,Yell,Crying,Yellow,Tie Dye Headband,Matcha Boba,Heavy Snow,Common,,,Watery,Purple Hoodie,,,
4451,0xdeFbF42115b2eE95c50d8eb5a82B1aAF16E3FFFF,,Red,Green,Normal,Heavy Moca,Tongue out,Round,Moca,,,,Lucky,Sus,Blush,Sparkles,Blue Kimono,,,
4452,0x0d428F9c789d44314a72D5864EB8FC256E5D794b,,Green,Red,Sad,Light Moca,Hmph,Determined,Moca,Blue Headband,Lattern,,Common,,,Dot,Kappa Bag,,,
4453,0x634fe403C31aE178F8b0d5d83c77215F0bFA5A4D,,Yellow,Pink,Normal,Light Brown,Surprised,Tired,Brown,Blue Chef Wrap,,,Common,Angry,,,Pink Overalls,Finger,,
4454,0x4E1300ad499FB173e337efc4E6F6E3CfB8E8867E,,Blue,Rainbow,Normal,Rainbow,Sad,Happy,Rainbow,Large Straw Hat,,,Divine,,,,Straw Kimono,,,
4455,0x7216893d97433e63Cd6482b4c33f48AdAD63dBb4,,Light Blue,Yellow,Sad,Light Brown,Scared,Tired,Brown,Straw Hat,Teal Phone,,Common,Sad,,,Purple Hoodie,,,
4456,0xC834B11727597cdcba89188e660FA4a8C33A1eb7,,Purple,Blue,Tired,Light Brown,Scared,Frown,,Frog Head,Coconut,Sakura,Common,Angry,Clown nose,,,,,
4457,0x70bcd73B981ea754e0324F531625A68BD0aa4DBA,,Dark Blue,Green,Normal,Light Grey,Teeth Smile,Tired,Grey,,,,Common,Sus,Yellow Aviator,,Corn Onesie,,,
4458,0x86B9a4f9EFb5313c8Df1412C236DD7F90fda32C6,Lucky,,,,,,,,,,,,,,,,,,
4459,0xF9890a282d060A9FDE16F11e8BaC33F0a57376e5,,Teal,Teal,Tired,Heavy Grey,Teeth Smile,Frown,Grey,Banana Peel,,Fog,Common,,Eye Bags,,,,Peace Sign,
4460,0x2e15Ee8a2Ad2444bE7946322083680eBa8af904d,,Galaxy,Red,Sad,Light Moca,Tongue out,Determined,Moca,Red Headband,Bronze coin,,Common,,,Sparkles,Vest,,,
4461,0xa715D6D4Eb023b9FCbe9a8285FDC13ee2DEa2ebB,,Nature,Teal,Excited,Light Dark,Disgust,Frown,Dark,Banana Peel,Ratz Ballz,Sakura,Common,Sus,,,Blue Overalls,,,
4462,0xe248b98cB0cC09EC968Ff9865dbC7811b72473f2,,Teal,Purple,,Heavy Grey,Tongue out,Crying,Grey,,Purple Cyberpunk Katana,Heavy Snow,Common,Sus,,Watery,Red Sleeveless,,,
4463,0x8949aA09ed2C740C75B996CEbe4D68151e332960,,Dark Green,Pink,Sad,Light Grey,Surprised,Tired,Grey,,Bowl of Eggs,,Common,Surprised,Blue Aviator,,Red Bowtie,,,
4464,0x4c4B3ff7B2339DC0417d5f77a3B1810A321CA3a4,,Grey Sparkles,Green,Tired,Light Moca,Smile,Tired,Moca,,Chef Knife,,Lucky,Pointy,,,Blue Bunny Bag,,,
4465,0x81EBe009F316e87138045B2310c64dfFC4743e72,,Red,Gold,Normal,Gold,Disgust,Round,Gold,,Gold Rose,Particles,Divine,Bushy,,Big Sparkles,Teal Hoodie,,,
4466,0x0353923b9b6486b0516c212bAEFe30AcD3DadD71,,Dark Fog,Red,Tired,Light Brown,Surprised,Crying,Brown,Pink Snapback,,,Common,Angry,,Heart,Yellow Bandana,,Peace Sign,
4467,0x1559c146A59D70f452a5e0F8F7f726602d730F3A,,Colorful Grid,Red,Excited,Light Moca,Scared,Frown,Moca,White Chef Wrap,,,Common,Sad,,,Hula,Peace Sign,Finger,
4468,0x3D18Fd39F1cf2d5989955817BB63277A7eF7e5Da,,Dark Green,Onyx,Normal,Light Grey,Tongue out,Crying,Grey,,Pink Teacup,Anime Zoom,Common,,,Watery,,,,
4469,0xF732cE6fC2e24fffBc4bC6fE028C71Cfc02BA854,,Nature,Pink,Excited,Light Brown,Scared,Crying,Brown,Pirate Bandana,,,Lucky,Sus,,Heart,,,,
4470,0x2c8Face63D374b6Cb90516712F6AE461993b1242,,Teal Sparkles,Green,Sad,Light Dark,Sad,Determined,,Straw Hat,Lit Lattern,,Common,,,Sparkles,,,,
4471,0x0353923b9b6486b0516c212bAEFe30AcD3DadD71,,Pink,Gold,Tired,Gold,Chubby,Round,Gold,Red Hat,Taiyaki,,Common,Angry,,Sparkles,Goddess Shall,Peace Sign,,
4472,0x81FC2ce2c5ABD6590dc6D58e328d9B5096Ad9771,,Grey Sparkles,Yellow,Sad,Heavy Brown,Yell,Excited,Brown,Ronin,Dango,,Common,Bushy,,,Ronin,,,
4473,0xdA47EAf92f69456A6c4516f031c49d6F14e4A500,,Teal,Yellow,Excited,Heavy Dark,Tongue out,Crying,Dark,Fish Bone,Pencil,Rain,Common,,,Dot,Blue Overalls,,,
4474,0x65314EEb6E7EDaB42d1017CBE59d0DfBc313aA0d,,Light Blue,Red,Tired,Light Grey,Smile,Frown,Grey,,,Rain,Lucky,,,,Daimyo Kimono With Katanas,,,
